Geography Name,Percent Units Built in 1939 or Before
GeoID_Name,pysb39b
36081007700,22.73
36081007900,47.66
36081008100,41.29
36081008300,40.19
36081008500,52.13
36081008600,52.94
36081008700,5.15
36081008800,46.4
36081009100,35.27
36081009400,60.84
36081009500,61.99
36081009600,69.94
36081009700,49.77
36081009800,65.52
36081009900,N/A
36081010000,68.34
36081010100,70.54
36081010200,59.14
36081010300,40.32
36081010400,44.4
36081010500,20.41
36081010600,73.5
36081010701,N/A
36081010800,67.61
36081011000,52.09
36081011100,45.64
36081011200,60.59
36081011300,60.77
36081011400,77.61
36081011500,55.21
36081011600,56.52
36081011700,55.63
36081011800,32.79
36081011900,54.35
36081012000,74.61
36081012100,46.67
36081012200,64.08
36081012301,49.28
36081012400,67.07
36081012500,63.55
36081012601,72.23
36081012602,64.87
36081012800,64.19
36081013000,55.65
36081013200,49.78
36081013400,31.84
36081013500,27.05
36081013600,31.15
36081013700,35.49
36081013800,38.86
36081014000,53.82
36081014100,50.78
36081014201,45.9
36081014202,53.15
36081014300,53.93
36081014400,34.84
36081014500,32.56
36081014700,48.41
36081014800,69.24
36081014900,68.34
36081015000,65.98
36081015100,43.02
36081015200,63.81
36081015300,39.82
36081015400,62.39
36081015500,49.29
36081015600,43.2
36081015700,64.41
36081015801,52.58
36081015802,72.82
36081015900,63.57
36081016100,47.8
36081016300,23.66
36081016400,52.75
36081016600,53.43
36081016800,51.83
36081016900,52.36
36081017000,32.98
36081017101,N/A
36081017102,N/A
36081017200,42.9
36081017400,58.49
36081017600,41.76
36081017800,47.68
36081017901,71.25
36081017902,N/A
36081018000,38.83
36081018101,59.29
36081018102,47.53
36081018200,31.98
36081018300,54.52
36081018401,19.69
36081018402,41.64
36081018501,43.6
36081018502,58.95
36081018600,43.41
36081018700,40.6
36081018800,18.24
36081018900,34.4
36081019000,46.96
36081019200,38.2
36081019400,26.59
36081019600,51.79
36081019800,36.24
36081019901,91.22
36081019902,N/A
36081019903,N/A
36081020200,59.05
36081020400,57.89
36081020500,43.91
36081020600,50.11
36081020800,60.71
36081021200,55.44
36081021400,15.04
36081021601,10.98
36081021602,24.25
36081021603,N/A
36081021900,N/A
36081022001,10.24
36081022002,8.28
36081022900,N/A
36081023000,48.15
36081023200,18.82
36081023501,61.35
36081023502,67.15
36081023600,36.9
36081023800,35.06
36081024000,13.34
36081024300,17.86
36081024500,12.41
36081024600,N/A
36081024700,39.87
36081024900,28.34
36081025100,25.78
36081025301,55.27
36081025302,40.23
36081025401,29.34
36081025402,26.49
36081025500,34.77
36081025700,32.41
36081025800,35.42
36081025900,21.87
36081026000,7.97
36081026100,68.59
36081026200,30.52
36081026300,22.63
36081026400,21.46
36081026501,28.46
36081026502,17.17
36081026600,28.13
36081026700,15.62
36081026901,16.82
36081026902,42.43
36081027000,47.73
36081027101,23.91
36081027102,45.44
36081027200,46.23
36081027301,38.12
36081027302,25.7
36081027400,46.35
36081027500,35.01
36081027600,30.64
36081027701,51.15
36081027702,19.29
36081027800,3.56
36081027900,36.74
36081028000,50.27
36081028100,52.22
36081028200,58.16
36081028300,45.39
36081028400,38.54
36081028500,73.5
36081028700,44.54
36081028801,47.69
36081028802,34.8
36081028803,N/A
36081028900,26.27
36081029100,21.8
36081029300,29.41
36081029400,14.2
36081029500,70.31
36081029700,17.29
36081029900,N/A
36081030600,19.7
36081030903,25.13
36081030904,4.51
36081030905,5.41
36081030906,3.47
36081031700,20.63
36081032000,21.41
36081032700,63.15
36081032800,35.44
36081032900,17.39
36081033000,38.06
36081033100,N/A
36081033401,9.17
36081033403,2.49
36081033404,8.11
36081033405,29.63
36081033700,40.6
36081033900,29.99
36081034700,23.73
36081035100,25.4
36081035200,32.75
36081035300,55.46
36081035700,18.4
36081035800,18.01
36081036100,46.58
36081036300,60.4
36081036500,59.59
36081036600,42.15
36081036700,64.47
36081036800,42.03
36081037100,66.57
36081037300,43.23
36081037501,22.35
36081037502,30.71
36081037600,32.15
36081037700,34.31
36081037900,20.38
36081038100,13.59
36081038301,N/A
36081038302,N/A
36081038400,28.51
36081039400,58.57
36081039800,49.61
36081039901,29.87
36081039902,23.74
36081040000,66.03
36081040101,35.11
36081040102,29.41
36081040200,47.02
36081040301,6.02
36081040302,14.89
36081040400,34.52
36081040501,8.05
36081040502,29.32
36081040701,45.07
36081040702,36.77
36081040901,20.41
36081040902,36.74
36081041100,27.44
36081041300,27.1
36081041400,32.43
36081041500,34.23
36081042400,42.04
36081042600,N/A
36081042700,33.33
36081043200,40.47
36081043400,37.5
36081043701,12
36081043702,6.54
36081043900,25.93
36081044000,35.18
36081044301,13.5
36081044302,16.79
36081044400,38.12
36081044601,8.76
36081044602,23.96
36081044800,41.47
36081045000,26.84
36081045200,58.76
36081045400,12.82
36081045500,5.79
36081045600,66.29
36081045700,21.32
36081045800,40.13
36081045900,28.94
36081046000,19.49
36081046100,20.52
36081046200,17.74
36081046300,24.23
36081046400,33.51
36081046500,35.29
36081046600,15.98
36081046700,15.6
36081046800,54.01
36081046901,10.86
36081046902,15.59
36081047000,52.72
36081047100,16
36081047200,13.36
36081047300,6.82
36081047500,11.09
36081047600,8.59
36081047801,18.61
36081047802,56.94
36081047900,14.43
36081048000,64.81
36081048100,21.3
36081048200,40.45
36081048301,10.69
36081048302,6.89
36081048400,62.9
36081048500,9.88
36081048900,10.9
36081049201,18.51
36081049202,24.44
36081049301,27.97
36081049302,33.58
36081049500,27.97
36081049600,65.4
36081049700,45.59
36081049900,18.72
36081050000,24.91
36081050201,47.84
36081050202,54.71
36081050400,60.66
36081050500,18.07
36081050600,56.91
36081050700,13.85
36081050800,42.05
36081051000,39.05
36081051100,52.1
36081051200,59.7
36081051300,34.57
36081051500,28.2
36081051600,54.07
36081051700,62.23
36081051800,31.11
36081052000,56.98
36081052100,70.62
36081052200,21.4
36081052400,67.64
36081052500,50.35
36081052600,54.11
36081052800,49.91
36081053000,33.9
36081053100,54.43
36081053200,28.08
36081053401,35.34
36081053501,78.62
36081053502,N/A
36081053601,41.84
36081053800,66.74
36081053901,47.54
36081053902,0
36081054000,55.29
36081054200,69.82
36081054500,65.02
36081054700,47.22
36081054800,50.82
36081054900,56.32
36081055100,66.65
36081055200,18.83
36081055300,68.86
36081055400,35.19
36081055500,44.68
36081055600,61.96
36081055700,71.63
36081055800,57.4
36081055900,32.03
36081056000,59.88
36081056100,N/A
36081056200,54.13
36081056400,51.37
36081056500,21.58
36081056600,30.04
36081056700,66.44
36081056800,64.09
36081057700,61.57
36081057900,59.06
36081058000,37.72
36081058100,63.59
36081058200,38.56
36081058300,71.41
36081058500,74.46
36081058700,60.71
36081058900,69.94
36081059000,59.61
36081059100,57.01
36081059200,10
36081059300,53.37
36081059400,8.16
36081059501,42.91
36081059502,49.13
36081059600,29.7
36081059800,34.4
36081059900,70.6
36081060000,45.71
36081060100,66.26
36081060300,34.66
36081060600,7.71
36081060701,0
36081060800,28.66
36081061000,13.44
36081061200,11.17
36081061301,60.94
36081061302,N/A
36081061400,7.13
36081061601,1
36081061602,18.06
36081061800,5.51
36081061900,49.25
36081062000,46.36
36081062100,44.9
36081062200,25.82
36081062300,51.55
36081062400,N/A
36081062500,66.74
36081062600,34.25
36081062700,74.73
36081062900,59.86
36081063000,42.83
36081063200,40.7
36081063301,65.57
36081063302,50.32
36081063500,70.83
36081063700,52.06
36081063800,24.06
36081063900,42.46
36081064101,3.6
36081064102,N/A
36081064500,58.89
36081064600,40.12
36081065000,46.16
36081065401,40.44
36081065402,N/A
36081065501,N/A
36081065600,4.54
36081065702,25.93
36081065703,45.93
36081065900,38.58
36081066000,9.95
36081066100,2.95
36081066301,45.21
36081066302,N/A
36081066401,9.6
36081066402,17.06
36081066403,1.23
36081066404,N/A
36081066501,9.89
36081066701,38.72
36081066900,17.82
36081067100,40.45
36081067700,68.62
36081067900,25.15
36081068000,27.51
36081068200,11.11
36081068300,4.82
36081068700,33.84
36081069000,7.4
36081069300,27.31
36081069400,27.49
36081069500,44.42
36081069701,13.57
36081069702,37.89
36081070300,42.13
36081070700,46.37
36081070900,33.79
36081071100,28.51
36081071303,19.06
36081071304,15.57
36081071305,3.04
36081071306,16.87
36081071600,N/A
36081071701,5.32
36081071702,6.41
36081071900,17.07
36081072100,6.38
36081072300,73.82
36081072900,80.74
36081073100,75.42
36081073700,63.77
36081073900,23.16
36081074100,21.62
36081074300,14.04
36081074500,4.65
36081074700,5.24
36081074900,87.21
36081075701,16.49
36081075702,19.93
36081076901,54.03
36081076902,57.59
36081077300,65.39
36081077500,60.57
36081077902,11.08
36081077903,17.63
36081077904,14.21
36081077905,4.61
36081077906,3.24
36081077907,8.27
36081077908,10.35
36081078800,6.14
36081079000,28.32
36081079200,25.82
36081079300,N/A
36081079701,3.3
36081079702,26.26
36081079900,28.43
36081080301,29.41
36081080302,3.16
36081080900,4.51
36081081400,51.5
36081081800,19.6
36081083700,23.03
36081083800,34.26
36081084000,36.89
36081084500,9.56
36081084601,8.85
36081084602,13.89
36081084901,36.61
36081084902,24.56
36081085300,15.07
36081085500,17.94
36081085700,24.36
36081085900,20.25
36081086100,21.29
36081086300,3.53
36081086400,54.12
36081086500,18.9
36081086900,17.08
36081087100,12.06
36081088400,27.9
36081088902,11.24
36081088903,4.03
36081089201,12.58
36081089202,N/A
36081090700,19.89
36081091602,N/A
36081091603,15.44
36081091604,N/A
36081091800,N/A
36081091900,27.41
36081092200,39.55
36081092500,56.35
36081092800,70.84
36081092900,41.03
36081093401,30.84
36081093402,40.31
36081093800,16.12
36081093900,18.39
36081094201,9.4
36081094202,6.92
36081094203,12.57
36081094500,14.53
36081094700,46.91
36081095400,24.59
36081096400,4.76
36081097202,6.06
36081097204,10.53
36081097205,1.6
36081097206,0
36081097207,N/A
36081097300,15.81
36081098100,29.46
36081098700,18.97
36081099100,19.75
36081099200,9.24
36081099701,6.29
36081099703,2.1
36081099704,1.83
36081099705,4.84
36081099801,19.67
36081099802,9.35
36081099900,N/A
36081100801,32.11
36081100803,4.83
36081100804,3.12
36081101002,11.09
36081101003,40.15
36081101004,18.81
36081101700,4.43
36081102900,5.93
36081103201,15.32
36081103202,29.76
36081103300,16.52
36081103900,36.76
36081104700,15.26
36081105900,10.78
36081107201,59.1
36081107202,N/A
36081108500,25.11
36081109300,17.54
36081109700,42.57
36081109900,48.5
36081111300,36.65
36081112300,25.52
36081112900,18.82
36081113300,21.35
36081113900,17.99
36081114100,58.93
36081114700,64.33
36081115100,69.2
36081115500,51.44
36081115700,16.85
36081115900,34.4
36081116100,10.46
36081116301,14.68
36081116302,11.57
36081116700,23.65
36081117100,41.03
36081117500,48.82
36081118100,24.08
36081118500,41.32
36081118700,26.98
36081118900,50.39
36081119100,29.34
36081119300,56.82
36081119500,52.29
36081119900,57.25
36081120100,57.65
36081120300,60.55
36081120500,30.41
36081120701,22.16
36081120702,N/A
36081121100,N/A
36081121500,29.66
36081122300,19.26
36081122702,7.23
36081122703,14.4
36081122704,3.32
36081124100,13.92
36081124700,11.15
36081125700,22.59
36081126500,27.43
36081126700,34.56
36081127700,35.42
36081128300,N/A
36081129102,5.91
36081129103,0.75
36081129104,8.43
36081130100,17.9
36081133300,13.47
36081133900,40.49
36081134100,9.95
36081134701,1.97
36081134702,7.41
36081136700,1.65
36081137700,2.5
36081138501,8.28
36081138502,N/A
36081139900,43.97
36081140300,6.53
36081140901,0.98
36081140902,8
36081141700,6.51
36081142900,35.63
36081143500,37.18
36081144100,20.26
36081144700,14.39
36081145101,20.15
36081145102,24.79
36081145900,44.11
36081146300,45.2
36081146700,8.91
36081147100,19.53
36081147900,28.51
36081148300,43.49
36081150701,29.99
36081150702,21.48
36081152901,3.79
36081152902,2.68
36081155101,2.42
36081155103,2.36
36081155104,4.84
36081156700,0
36081157101,2.97
36081157102,20.36
36081157901,1.02
36081157902,4.23
36081157903,17.32
36081161700,41.97
36081162100,32.83
36081990100,N/A
36085000300,42.4
36085000600,19.46
36085000700,38.72
36085000800,22.5
36085000900,48.71
36085001100,49.42
36085001700,61.54
36085001800,10
36085002001,11.96
36085002002,13.78
36085002100,36.99
36085002700,60.31
36085002900,35.13
36085003300,37.13
36085003600,23.66
36085003900,8.4
36085004001,15.82
36085004002,5.5
36085004003,23.27
36085004004,14.63
36085004700,23.79
36085005000,14.15
36085005901,37.58
36085005902,N/A
36085006400,7.54
36085006700,68.74
36085007001,19.77
36085007002,10.35
36085007400,11.75
36085007500,57.43
36085007700,42.5
36085008100,50.5
36085009601,11.84
36085009602,28.45
36085009701,40.72
36085009702,N/A
36085010500,47.6
36085011201,5.32
36085011203,20.62
36085011204,43.94
36085011401,9.03
36085011402,6.7
36085012100,49.53
36085012200,42.31
36085012500,59.23
36085012804,20.78
36085012805,2.04
36085012806,6.29
36085013201,12.18
36085013203,11.32
36085013204,11.02
36085013301,7.83
36085013302,31.27
36085013400,13.75
36085013800,21.01
36085014100,34.62
36085014604,14.74
36085014605,5.13
36085014606,2.63
36085014607,4.46
36085014608,3.03
36085014700,31.84
36085015100,24.81
36085015400,N/A
36085015601,17.06
36085015602,6.85
36085015603,8.06
36085016901,23.72
36085017005,7.06
36085017007,1.97
36085017009,7.7
36085017011,8.57
36085017012,5.01
36085017013,1.02
36085017014,3.09
36085017015,0
36085017016,3.04
36085017300,12.99
36085017600,7.31
36085017701,5.03
36085017702,8.97
36085018100,23.97
36085018701,51.27
36085018703,5.72
36085018704,2.57
36085018901,8.08
36085018902,1.82
36085019700,63.29
36085019800,13.28
36085020100,41.03
36085020701,68.67
36085020702,44.43
36085020803,2.41
36085020804,3.28
36085020805,3.32
36085020806,3.84
36085021300,63.03
36085022300,65.44
36085022601,4.04
36085022602,19.15
36085022801,N/A
36085022802,N/A
36085023100,16.66
36085023900,32.59
36085024401,12.52
36085024402,1.26
36085024700,28.04
36085024800,44.21
36085025100,7.56
36085027301,0.91
36085027302,3.34
36085027702,0.37
36085027704,5.16
36085027705,1.54
36085027706,0.75
36085027900,25.7
36085029102,20.61
36085029104,0.46
36085029105,2.2
36085029106,8.52
36085030301,6.05
36085030302,2.14
36085031901,36.91
36085031902,22.69
36085032300,2.35
36085990100,N/A
