GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,apci,TimeFrame,GeoVintage,Source,Location
Census Tract,36005026602,NY,36005026602,36005026602,26493,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005026701,NY,36005026701,36005026701,20797,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005026702,NY,36005026702,36005026702,22378,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005026900,NY,36005026900,36005026900,21667,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005027300,NY,36005027300,36005027300,24482,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005027401,NY,36005027401,36005027401,41216,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005027402,NY,36005027402,36005027402,43057,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005027600,NY,36005027600,36005027600,8675,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005027700,NY,36005027700,36005027700,20754,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005027900,NY,36005027900,36005027900,28912,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005028100,NY,36005028100,36005028100,38754,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005028300,NY,36005028300,36005028300,17622,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005028400,NY,36005028400,36005028400,11120,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005028500,NY,36005028500,36005028500,34683,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005028600,NY,36005028600,36005028600,44883,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005028700,NY,36005028700,36005028700,30760,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005028800,NY,36005028800,36005028800,38803,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005028900,NY,36005028900,36005028900,32049,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005029301,NY,36005029301,36005029301,91933,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005029302,NY,36005029302,36005029302,79612,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005029500,NY,36005029500,36005029500,53548,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005029600,NY,36005029600,36005029600,35576,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005029700,NY,36005029700,36005029700,56039,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005030000,NY,36005030000,36005030000,35361,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005030100,NY,36005030100,36005030100,51581,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005030201,NY,36005030201,36005030201,32953,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005030202,NY,36005030202,36005030202,31344,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005030701,NY,36005030701,36005030701,72956,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005030900,NY,36005030900,36005030900,58344,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005031000,NY,36005031000,36005031000,36424,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005031200,NY,36005031200,36005031200,38637,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005031400,NY,36005031400,36005031400,31787,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005031600,NY,36005031600,36005031600,39180,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005031800,NY,36005031800,36005031800,39043,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005031900,NY,36005031900,36005031900,2293,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005032300,NY,36005032300,36005032300,64272,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005032400,NY,36005032400,36005032400,18384,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005032600,NY,36005032600,36005032600,33749,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005032800,NY,36005032800,36005032800,21628,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005033000,NY,36005033000,36005033000,19180,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005033201,NY,36005033201,36005033201,27446,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005033202,NY,36005033202,36005033202,27211,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005033400,NY,36005033400,36005033400,22587,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005033500,NY,36005033500,36005033500,53875,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005033601,NY,36005033601,36005033601,20724,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005033602,NY,36005033602,36005033602,25483,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005033700,NY,36005033700,36005033700,59866,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005033801,NY,36005033801,36005033801,27725,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005033802,NY,36005033802,36005033802,20975,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005034000,NY,36005034000,36005034000,25049,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005034200,NY,36005034200,36005034200,34530,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005034300,NY,36005034300,36005034300,37824,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005034400,NY,36005034400,36005034400,27808,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005034500,NY,36005034500,36005034500,45964,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005034800,NY,36005034800,36005034800,22867,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005035000,NY,36005035000,36005035000,32496,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005035100,NY,36005035100,36005035100,46038,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005035600,NY,36005035600,36005035600,39022,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005035800,NY,36005035800,36005035800,33291,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005035900,NY,36005035900,36005035900,14594,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005036000,NY,36005036000,36005036000,30076,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005036100,NY,36005036100,36005036100,14618,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005036300,NY,36005036300,36005036300,16264,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005036400,NY,36005036400,36005036400,28896,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005036501,NY,36005036501,36005036501,17791,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36005036502,NY,36005036502,36005036502,16876,2017-2021,2020,Census,"New York (City, 2020)"
