change of median rent,College00_16,mdfami00_16,Geo_ID,NYC Neighborhood Tabulation Area name
0.831550802,0.434,0.400547912,36047012600,Bay Ridge
1.034567901,1.575,1.484828463,36047012700,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
0.864265928,0.472,0.080180325,36047012801,Dyker Heights
1.794642857,0.562,0.699066214,36047012901,Park Slope-Gowanus
1.105928086,0.234,1.098108205,36047012902,Park Slope-Gowanus
0.757823129,0.414,0.580456527,36047013000,Bay Ridge
1.312288613,0.679,1.398471161,36047013100,Park Slope-Gowanus
0.680683311,0.44,0.320035482,36047013200,Dyker Heights
1.249471459,0.336,0.992923723,36047013300,Park Slope-Gowanus
0.673123487,0.455,0.638045812,36047013400,Bay Ridge
1.37755102,0.488,1.551421479,36047013500,Park Slope-Gowanus
0.964426877,0.794,0.440466812,36047013600,Bay Ridge
0.966008772,0.212,0.937375985,36047013700,Park Slope-Gowanus
0.895778364,0.355,0.113740212,36047013800,Bay Ridge
1.534005038,0.427,1.787479547,36047013900,Park Slope-Gowanus
0.640479361,0.126,0.227134685,36047014000,Dyker Heights
1.236545682,0.981,1.64126625,36047014100,Park Slope-Gowanus
0.902536716,0.135,0.402768295,36047014200,Bay Ridge
1.447263017,1.599,1.941793697,36047014300,Park Slope-Gowanus
1.335787923,1.733,1.630875915,36047014500,Sunset Park West
1.299600533,2.126,1.748084551,36047014700,Sunset Park West
0.77453271,0.246,0.312867859,36047014800,Dyker Heights
1.237172178,0.521,1.390004446,36047014900,Park Slope-Gowanus
0.98699422,0.778,1.288796615,36047015000,Dyker Heights
0.951284322,0.104,0.750079975,36047015100,Park Slope-Gowanus
0.950863214,0.264,0.732602436,36047015200,Dyker Heights
1.218978102,0.158,0.826912655,36047015300,Park Slope-Gowanus
1,0.24,0.803542979,36047015500,Park Slope-Gowanus
0.971296296,0.164,0.563853926,36047015700,Park Slope-Gowanus
1.376259798,0.111,0.983687943,36047015900,Park Slope-Gowanus
0.839506173,0.33,0.456,36047016000,Bay Ridge
1.385826772,0.14,0.755463604,36047016100,Prospect Heights
0.967336683,0.241,0.934198577,36047016200,Bay Ridge
0.731656184,0.115,0.984083516,36047016300,Prospect Heights
2.058585859,0.894,0.500911392,36047016400,Bay Ridge
1.404572565,0.115,0.753097043,36047016500,Park Slope-Gowanus
1.373529412,0.308,0.302830643,36047016600,Dyker Heights
1.107660455,0.186,0.51297959,36047016700,Park Slope-Gowanus
1.20414673,0.823,0.610168258,36047016800,Bath Beach
1.404228856,0.61,1.117747503,36047016900,Windsor Terrace
1.062827225,0.149,0.233439313,36047017000,Bath Beach
0.985618408,0.358,0.63248358,36047017100,Windsor Terrace
0.834246575,1.071,1.099713835,36047017200,Bath Beach
0.43225084,0.898,0.749121,36047017400,Bath Beach
0.785714286,0.99,0.401455741,36047017600,Bath Beach
0.963976945,0.592,1.040298924,36047017800,Bath Beach
0.639553429,0.453,0.821381818,36047017900,Fort Greene
0.842105263,0.781,0.473847279,36047018000,Bath Beach
0.966981132,0.339,0.383926938,36047018100,Fort Greene
0.884344147,0.418,0.179124705,36047018200,Bensonhurst West
1.374269006,0.489,1.116695123,36047018300,Fort Greene
0.975574713,0.893,0.695046632,36047018400,Bensonhurst West
1.110619469,3.298,0.296949552,36047018501,Fort Greene
0.867014342,0.822,0.661683582,36047018600,Bensonhurst West
1.202804746,1.01,2.30668463,36047018700,Fort Greene
0.706601467,0.389,0.243604865,36047018800,Bensonhurst West
0.728467153,0.568,0.339437935,36047019000,Bensonhurst West
2.175561798,1.069,1.805151915,36047019100,Clinton Hill
0.461842105,0.494,0.027454329,36047019200,Borough Park
0.887563884,0.435,0.528330844,36047019300,Clinton Hill
0.81,0.203,0.618393732,36047019400,Dyker Heights
1.332878581,0.522,1.328127765,36047019500,Clinton Hill
0.748982361,0.329,0.123784166,36047019600,Dyker Heights
1.135294118,0.373,1.433558364,36047019700,Clinton Hill
0.939189189,0.054,0.110693327,36047019800,Dyker Heights
1.315934066,0.6,1.328458365,36047019900,Clinton Hill
0.729907773,0.145,0.171345382,36047020000,Dyker Heights
1.522670025,0.462,1.122055436,36047020100,Clinton Hill
0.536009445,0.052,0.687516314,36047020200,Dyker Heights
1.870738636,1.931,1.701444698,36047020300,Prospect Heights
0.849035187,0.069,0.2447469,36047020400,Dyker Heights
1.500628931,0.532,1.476493235,36047020500,Prospect Heights
0.768934531,0.178,0.53787244,36047020600,Dyker Heights
0.9922049,0.327,0.815168595,36047020700,Prospect Heights
0.425301205,0.123,-0.064773034,36047020800,Dyker Heights
0.799721836,0.265,0.20498958,36047021000,Dyker Heights
1.325095057,1.53,0.626583704,36047021100,Fort Greene
0.959876543,-0.165,0.003743749,36047021200,Dyker Heights
1.031496063,1.823,0.530268272,36047021300,Crown Heights South
1.057632399,0.647,0.496551724,36047021400,Borough Park
0.752010724,0.637,0.747742923,36047021500,Prospect Heights
0.806622517,0.049,0.374182116,36047021600,Borough Park
0.848673947,1.426,0.799836117,36047021700,Crown Heights North
0.943089431,-0.091,-0.203626556,36047021800,Borough Park
1.012012012,1.381,1.132664668,36047021900,Crown Heights North
1.156509695,0.571,0.035331729,36047022000,Borough Park
1.041237113,3.246,0.925243687,36047022100,Crown Heights North
0.76298269,0.289,-0.094783272,36047022200,Borough Park
1.174486804,0.527,0.013114286,36047022400,Borough Park
0.99543379,0.17,0.641182821,36047022600,Borough Park
1.449744463,2.382,1.095060674,36047022700,Clinton Hill
1.02130898,0.167,0.371320402,36047022800,Borough Park
1.483231707,1.703,0.640473144,36047022900,Clinton Hill
0.807901907,0.803,0.287438875,36047023000,Borough Park
1.326656394,0.816,0.891376869,36047023100,Clinton Hill
0.591608392,-0.149,0.306909248,36047023200,Borough Park
0.813043478,2.123,0.520670019,36047023300,Bedford
0.834210526,0.153,0.225140713,36047023400,Borough Park
1.10989011,5.593,1.456279916,36047023500,Clinton Hill
0.890374332,0.919,0.185887513,36047023600,Borough Park
0.90080429,0.466,0.118048745,36047023800,Borough Park
0.792963464,-0.158,0.081776417,36047024000,Borough Park
2.184534271,3.284,1.299970747,36047024100,Bedford
0.627020785,0.557,0.836763729,36047024200,Borough Park
1.063339731,3.099,1.118178893,36047024300,Bedford
0.714462299,0.391,0.244294455,36047024400,Borough Park
1.073170732,1.563,0.833851125,36047024500,Bedford
0.685788787,0.445,0.113920954,36047024600,Borough Park
1.38619403,1.708,0.511359198,36047024700,Crown Heights North
0.921779141,-0.184,0.586432443,36047024800,Bensonhurst West
1.345238095,1.726,0.783641821,36047024900,Bedford
0.586705202,0.024,0.350006353,36047025000,Bensonhurst West
0.95154185,3.083,0.723458992,36047025100,Bedford
0.767605634,0.331,0.267402117,36047025200,Bensonhurst West
1.578856153,2.048,0.581004087,36047025300,Bedford
0.555862069,0.917,0.069462833,36047025400,Bensonhurst West
1.374429224,1.011,0.799726442,36047025500,Bedford
0.895863053,0.472,0.249035006,36047025600,Bensonhurst West
0.895172414,2.697,0.448735842,36047025700,Bedford
0.772661871,0.301,0.202729375,36047025800,Bensonhurst West
1.326599327,2.811,1.587235312,36047025901,Bedford
0.346153846,0.334,0.437246113,36047025902,Bedford
0.772486772,0.507,0.32544066,36047026000,Bensonhurst West
1.689013035,5.472,2.213269886,36047026100,Bedford
0.693502825,1.226,0.454054054,36047026200,Bensonhurst West
1.010810811,1.763,0.772815884,36047026300,Bedford
0.647552448,0.728,0.337042554,36047026400,Bensonhurst West
0.777950311,1.405,1.196340689,36047026500,Bedford
0.643478261,0.133,0.444403703,36047026600,Bensonhurst West
1.045608108,2.043,1.65485117,36047026700,Bedford
0.732467532,0.25,0.513493671,36047026800,Bensonhurst West
1.092257002,2.317,0.878025925,36047026900,Bedford
0.87388724,0.31,0.462832432,36047027000,Bensonhurst West
1.235099338,3.813,0.784893645,36047027100,Crown Heights North
0.733425414,0.369,0.399585498,36047027200,Bensonhurst West
0.744525547,1.177,0.664951894,36047027300,Stuyvesant Heights
0.588162762,0.313,0.469939836,36047027400,Bensonhurst West
1.500813008,2.463,0.756375421,36047027500,Stuyvesant Heights
0.768571429,0.271,0.537683459,36047027600,Bensonhurst West
1.312260536,1.041,0.829732993,36047027700,Stuyvesant Heights
1.005943536,0.508,0.857981522,36047027800,Bensonhurst West
0.863414634,2.859,1.141356828,36047027900,Stuyvesant Heights
0.775631501,0.279,0.358323217,36047028000,Bath Beach
0.868486352,2.069,1.058166821,36047028100,Stuyvesant Heights
0.688172043,0.404,0.591894147,36047028200,Bath Beach
1.020408163,0.929,1.512608664,36047028300,Stuyvesant Heights
0.676880223,-0.082,0.646234266,36047028400,Bensonhurst West
2.127407407,7.027,1.208101358,36047028501,Bushwick South
0.995412844,0.346,0.329623288,36047028502,Stuyvesant Heights
0.736187845,0.102,0.376644068,36047028600,Bath Beach
0.606714628,2.426,0.644761905,36047028700,Stuyvesant Heights
0.708737864,0.651,1.002111498,36047028800,Bensonhurst West
0.84057971,1.409,1.190757214,36047028900,Stuyvesant Heights
0.637333333,0.458,0.811404448,36047029000,Bensonhurst West
1.006451613,2.018,1.14949654,36047029100,Stuyvesant Heights
0.76744186,0.2,0.704111024,36047029200,Bath Beach
1.237529691,1.732,0.284066024,36047029300,Stuyvesant Heights
0.672108844,-0.097,0.358747656,36047029400,Bensonhurst West
1.109567901,1.31,1.260003717,36047029500,Stuyvesant Heights
0.781546811,0.662,0.213149861,36047029600,Bensonhurst West
1.19650655,0.78,0.760406488,36047029700,Crown Heights North
0.731081081,0.483,0.172562395,36047029800,Bensonhurst East
1.261818182,1.153,0.300861878,36047029900,Crown Heights North
0.606770833,0.241,0.188207979,36047030000,Bensonhurst East
0.992248062,1.389,0.947125864,36047030100,Ocean Hill
0.764705882,0.674,0.300948744,36047030200,Bensonhurst East
1.166666667,1.137,0.575460801,36047030300,Ocean Hill
0.5,0.394,0.129618413,36047030400,Bensonhurst East
1.453194651,3.874,0.232273839,36047030500,Crown Heights North
0.55227882,0.641,0.674461226,36047030600,Gravesend
1.409090909,3.871,1.163070175,36047030700,Crown Heights North
0.573355818,0.814,0.385594968,36047030800,Gravesend
1.748663102,4.607,0.146186294,36047030900,Crown Heights North
1.122040073,3.534,0.649820273,36047031100,Crown Heights North
0.813067151,2.431,1.203799985,36047031300,Crown Heights North
0.688380282,0.506,0.744708224,36047031400,Gravesend
0.82942097,3.786,0.952355072,36047031500,Crown Heights North
1.081395349,2.17,1.660829256,36047031701,Crown Heights North
1.190977444,2.507,0.782218026,36047031702,Crown Heights North
0.796825397,0.388,0.304081356,36047031900,Crown Heights South
1.051482059,1.641,0.416403683,36047032100,Crown Heights South
1.103448276,1.254,1.188656902,36047032300,Crown Heights South
1.048154093,0.927,0.596058308,36047032500,Crown Heights South
0.763546798,0.867,0.74488568,36047032600,Seagate-Coney Island
0.781055901,1.24,0.460280374,36047032700,Prospect Lefferts Gardens-Wingate
1.468208092,-0.07,0.97266303,36047032800,Seagate-Coney Island
0.967340591,1.882,0.484565014,36047032900,Prospect Lefferts Gardens-Wingate
0.198218263,0.442,0.300251147,36047033000,Seagate-Coney Island
1.011532125,0.593,0.899548416,36047033100,Crown Heights South
0.652399481,0.248,0.136576056,36047033300,Crown Heights South
0.723097113,0.506,0.664178526,36047033500,Crown Heights South
1.286858974,0.769,0.898562376,36047033600,Seagate-Coney Island
0.836158192,0.738,0.855442792,36047033700,Crown Heights North
0.646774194,0.579,0.330730999,36047033900,Crown Heights North
0.719557196,1.713,1.068070953,36047034000,Seagate-Coney Island
1.148514851,1.115,0.553300134,36047034100,Crown Heights North
0.508591065,0.888,0.586911241,36047034200,Seagate-Coney Island
1.213592233,1.324,0.610015044,36047034300,Crown Heights North
0.889908257,1.608,-0.21972279,36047034500,Crown Heights North
0.890196078,2.031,1.521809564,36047034700,Crown Heights North
1.084353741,0.512,0.764180921,36047034800,Seagate-Coney Island
0.98381877,0.542,0.257663064,36047034900,Crown Heights North
0.846017699,0.944,0.50372529,36047035000,West Brighton
0.772046589,-0.007,0.371705218,36047035100,Crown Heights North
0.222222222,0.265,0.184889034,36047035200,Seagate-Coney Island
1.022727273,1.879,0.636129736,36047035300,Crown Heights North
0.517374517,0.663,0.902406273,36047035400,West Brighton
0.930875576,1.419,0.552016203,36047035500,Crown Heights South
0.687969925,0.6,0.35831493,36047035601,West Brighton
1.223684211,0.603,0.723991356,36047035602,West Brighton
1.244813278,0.626,0.338300654,36047035700,Crown Heights North
0.951972556,1.264,0.672062172,36047035900,Crown Heights North
0.633165829,0.193,0.550199504,36047036001,Brighton Beach
0.848958333,0.263,1.344211856,36047036002,Brighton Beach
1.368544601,0.633,0.546298609,36047036100,Ocean Hill
0.927852349,1.682,1.245292551,36047036200,Brighton Beach
1.666666667,1.074,0.850226087,36047036300,Ocean Hill
0.862914863,0.603,1.521810921,36047036400,Brighton Beach
0.7731569,2.231,0.783490309,36047036501,Ocean Hill
0.589424572,0.635,0.359358008,36047036502,Ocean Hill
0.769014085,0.446,0.234732824,36047036600,Brighton Beach
1.058020478,2.866,0.781161022,36047036700,Ocean Hill
0.890365449,1.466,1.072789563,36047036900,Ocean Hill
0.704453441,0.297,0.438352224,36047037000,Brighton Beach
1.109677419,1.352,1.067413006,36047037100,Ocean Hill
1.082024433,0.407,0.095890411,36047037300,Ocean Hill
0.774647887,0.348,0.418837281,36047037401,Gravesend
0.582047686,0.447,0.140760478,36047037402,Gravesend
1.370994941,3.28,0.598936247,36047037500,Stuyvesant Heights
1.036697248,0.908,0.045829171,36047037700,Stuyvesant Heights
0.769115442,0.803,0.166097329,36047037900,Stuyvesant Heights
0.617073171,1.318,0.347568729,36047038100,Crown Heights North
0.525679758,0.862,0.254211688,36047038200,Gravesend
0.94965035,0.749,0.996195258,36047038300,Stuyvesant Heights
0.933656958,1.932,1.111100349,36047038500,Stuyvesant Heights
0.70441989,1.008,0.470578178,36047038600,Gravesend
1.284369115,2.728,0.31454392,36047038700,Stuyvesant Heights
0.898079764,0.591,0.838065984,36047038800,Homecrest
1.339464883,4.354,1.204278505,36047038900,Bushwick South
0.863319386,0.214,0.330576339,36047039000,Homecrest
1.020168067,4.296,0.8435824,36047039100,Bushwick South
0.756986634,0.409,0.576026564,36047039200,Homecrest
1.137123746,4.252,0.931386047,36047039300,Bushwick South
0.751870324,1.704,0.717907352,36047039400,Homecrest
1.271559633,1.352,0.626394919,36047039500,Bushwick South
0.773351648,0.372,0.847276081,36047039600,Homecrest
1.09335443,2.078,0.717317647,36047039700,Bushwick South
0.783333333,1.357,0.562663573,36047039800,Gravesend
0.98013245,3.196,1.077525008,36047039900,Bushwick South
0.786111111,0.382,0.41432218,36047040000,Bensonhurst East
0.904552129,3.138,1.256796265,36047040100,Bushwick South
0.760583942,0.464,0.246991404,36047040200,Bensonhurst East
1.114583333,4.332,-0.013118802,36047040300,Bushwick South
0.619372442,0.302,0.404830772,36047040400,Bensonhurst East
1.008823529,3.226,0.458452797,36047040500,Bushwick South
0.828696925,0.34,0.097251284,36047040600,Bensonhurst East
0.667098446,0.433,0.490949259,36047040800,Bensonhurst East
1.200626959,2.197,0.481184401,36047040900,Bushwick North
0.918166939,0.367,0.07212756,36047041000,Bensonhurst East
0.78559464,2.361,1.294396961,36047041100,Bushwick South
0.753665689,0.035,0.389622561,36047041200,Bensonhurst East
0.787204451,0.919,0.875947952,36047041300,Bushwick South
1.112462006,0.787,0.466453957,36047041401,Homecrest
0.709537572,0.769,0.000634006,36047041402,Homecrest
1.109467456,0.633,1.10716,36047041500,Bushwick South
0.706422018,-0.054,0.032927536,36047041600,Homecrest
0.82832618,1.183,1.250087017,36047041700,Bushwick South
0.8365243,-0.035,0.461450957,36047041800,Homecrest
1.367424242,1.77,0.893584998,36047041900,Bushwick South
0.758241758,0.627,0.195402299,36047042000,Homecrest
1.161666667,0.997,0.824933806,36047042100,Bushwick South
0.917662683,0.524,0.811444633,36047042200,Homecrest
1.223622047,0.739,1.2112979,36047042300,Bushwick South
0.741982507,0.327,0.809091377,36047042400,Bensonhurst East
1.418487395,8.4,1.600714405,36047042500,Bushwick South
0.706569343,0.59,0.38598916,36047042600,Bensonhurst East
1.268852459,6.523,0.580680132,36047042700,Bushwick North
0.828571429,0.647,0.526846838,36047042800,Bensonhurst East
1.087227414,4.464,1.546730209,36047042900,Bushwick North
0.764539007,0.437,0.285802962,36047043000,Bensonhurst East
1.161189358,6.192,0.858137072,36047043100,Bushwick North
0.786248132,0.26,0.551978434,36047043200,Bensonhurst East
0.985790409,2.621,0.99635748,36047043300,Bushwick North
0.710791367,0.552,0.491309231,36047043400,Bensonhurst East
1.112426036,1.055,0.462538398,36047043500,Bushwick North
0.692198582,0.429,0.836315504,36047043600,Bensonhurst East
1.12652439,4.132,0.544974153,36047043700,Bushwick North
0.908062235,0.018,0.310334969,36047043800,Ocean Parkway South
0.751668892,2.457,0.126017486,36047043900,Bushwick North
0.909090909,0.875,0.525907841,36047044000,Ocean Parkway South
0.938345865,1.405,1.325877752,36047044100,Bushwick North
0.75215783,0.616,0.979015725,36047044200,Ocean Parkway South
1.073637703,0.873,0.684382816,36047044300,Bushwick North
0.635514019,0.078,0.554529187,36047044400,Ocean Parkway South
1.054794521,1.132,0.308713289,36047044500,Bushwick North
0.813390313,0.308,0.310335135,36047044600,Borough Park
1.26031746,3.826,0.889168766,36047044700,Bushwick North
0.613147914,0.125,0.078743825,36047044800,Ocean Parkway South
1.032171582,1.405,1.114273976,36047044900,East Williamsburg
1.143893591,-0.017,0.544080458,36047045000,Ocean Parkway South
0.874848117,0.086,0.31330638,36047045200,Ocean Parkway South
1.845771144,1.824,0.711657143,36047045300,Bushwick North
0.495049505,0.126,0.54366541,36047045400,Ocean Parkway South
0.675324675,0.249,-0.082526316,36047045600,Midwood
0.638655462,-0.415,-0.004296388,36047045800,Midwood
0.726896552,0.178,0.195213788,36047046000,Flatbush
0.637083994,0.807,0.151875225,36047046201,Flatbush
0.85315534,0.617,-0.066820276,36047046202,Ocean Parkway South
0.896815287,0.807,0.575128717,36047046400,Borough Park
1.148241206,0.221,0.526580569,36047046800,Borough Park
0.955266955,0.054,0.132421426,36047047000,Borough Park
0.753363229,-0.298,0.870515546,36047047200,Borough Park
0.788113695,0.025,0.541231899,36047047400,Borough Park
0.734992679,-0.095,0.138552829,36047047600,Borough Park
2.559270517,1.625,1.314285714,36047047700,East Williamsburg
0.743658211,-0.33,-0.106174497,36047047800,Borough Park
1.039694656,0.049,0.288851013,36047048000,Flatbush
1.79047619,1.533,1.971698113,36047048100,East Williamsburg
0.89375,0.466,0.297844636,36047048200,Flatbush
1.16872428,0.321,0.538860772,36047048400,Kensington-Ocean Parkway
2,3.955,1.271777631,36047048500,Bushwick South
0.781121751,0.447,0.280422271,36047048600,Kensington-Ocean Parkway
0.665738162,0.423,0.208168869,36047048800,Kensington-Ocean Parkway
0.944444444,1.202,0.409895768,36047048900,Bushwick South
1.022346369,0.746,0.438474663,36047049000,Kensington-Ocean Parkway
1.237623762,0.151,0.514320134,36047049100,East Williamsburg
0.744619799,0.074,0.348341979,36047049200,Kensington-Ocean Parkway
0.58254717,4.605,0.400505665,36047049300,Bushwick South
0.851752022,0.699,0.848213473,36047049400,Kensington-Ocean Parkway
1.418740849,1.099,2.059414739,36047049500,East Williamsburg
1.245125348,0.578,0.778864591,36047049600,Kensington-Ocean Parkway
1.577777778,0.987,0.925477542,36047049700,East Williamsburg
1.038135593,0.95,1.096033663,36047049800,Kensington-Ocean Parkway
1.533532042,1.534,1.186870193,36047049900,Greenpoint
1.222222222,0.914,1.282959897,36047050000,Windsor Terrace
1.471780029,1.149,1.359058302,36047050100,East Williamsburg
1.6265625,0.808,0.646000051,36047050202,Windsor Terrace
1.719653179,1.163,2.481355932,36047050300,East Williamsburg
0.975576662,0.448,1.233312907,36047050400,Windsor Terrace
1.147982063,1.702,-0.020090186,36047050500,East Williamsburg
1.123741007,1.689,0.799443002,36047050600,Flatbush
1.901376147,1.324,0.8385308,36047050700,Bedford
0.795744681,0.904,1.014147431,36047050801,Flatbush
0.723404255,2.155,1.100852155,36047050803,Flatbush
0.672340426,1.903,1.168693638,36047050804,Flatbush
0.868460389,0.536,0.756645977,36047050900,Williamsburg
0.837004405,2.455,0.714034013,36047051001,Flatbush
0.81938326,2.31,1.004021756,36047051002,Flatbush
1.082802548,2.25,-0.200430051,36047051100,East Williamsburg
0.816901408,1.693,0.226364926,36047051200,Flatbush
1.873323398,2.077,0.269065139,36047051300,North Side-South Side
0.897902098,0.962,0.537656841,36047051400,Flatbush
2.975806452,3.013,2.454013793,36047051500,North Side-South Side
0.893118594,2.08,0.869118082,36047051601,Flatbush
0.887262079,2.018,1.151598106,36047051602,Flatbush
1.932160804,0.518,1.675390104,36047051700,North Side-South Side
0.855033557,0.34,0.616575995,36047051800,Flatbush
2.278975741,0.879,1.990832675,36047051900,North Side-South Side
0.80055788,0.619,0.72248712,36047052000,Flatbush
1.472505092,3.527,0.598927729,36047052300,North Side-South Side
1.096354167,2.524,1.078971929,36047052500,North Side-South Side
1.082981716,0.965,0.926278572,36047052600,Flatbush
1.299227799,4.231,0.763271232,36047052700,North Side-South Side
0.786179922,0.377,0.579068574,36047052800,Flatbush
0.878623188,1.863,0.630310287,36047052900,Williamsburg
0.907624633,0.345,0.426356375,36047053000,Midwood
1.562691131,2.742,0.279138462,36047053100,Bedford
0.661784288,0.315,0.712328767,36047053200,Midwood
0.994671403,0.885,0.686836364,36047053300,Williamsburg
0.836611195,0.352,-0.007955649,36047053400,Midwood
0.760904685,-0.076,0.069926848,36047053500,Williamsburg
1.210708117,-0.43,0.760542437,36047053700,Williamsburg
0.854951185,0.293,0.012268217,36047053800,Midwood
0.932075472,1.633,0.261044755,36047053900,Williamsburg
0.979591837,0.358,0.557190476,36047054200,Midwood
0.763948498,0.047,0.160415304,36047054400,Midwood
0.42394822,-0.023,0.525153752,36047054500,Williamsburg
0.738888889,0.303,0.453188467,36047054600,Midwood
1.347471452,2.086,1.183998072,36047054700,North Side-South Side
0.712550607,0.202,0.369098712,36047054800,Madison
2.254794521,0.405,2.351947425,36047054900,North Side-South Side
0.708160443,0.305,0.665141202,36047055000,Madison
1.215,1.408,1.881168807,36047055100,North Side-South Side
0.708215297,0.244,0.257033871,36047055200,Madison
2.258215962,1.012,1.978863835,36047055300,North Side-South Side
0.828016644,0.3,0.461125424,36047055400,Homecrest
1.100273473,0.195,2.242070708,36047055500,North Side-South Side
0.787837838,0.294,0.758860851,36047055600,Homecrest
2.075780089,0.568,1.475469847,36047055700,North Side-South Side
0.555555556,0.356,0.880835183,36047055800,Madison
0.857530529,0.221,0.261209174,36047056000,Madison
1.405594406,1.403,1.068719776,36047056100,Greenpoint
3.021937843,0.212,0.430068368,36047056200,Madison
1.679425837,1.578,0.371398016,36047056300,Greenpoint
1.288922156,0.523,0.791450457,36047056400,Madison
1.63876652,1.229,1.732441308,36047056500,Greenpoint
0.713930348,0.29,0.49870801,36047056600,Madison
0.929378531,0.304,0.113952497,36047056800,Madison
1.438829787,0.962,1.285714286,36047056900,Greenpoint
0.927512356,0.234,0.334332168,36047057000,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1.721212121,2.097,0.949301481,36047057100,Greenpoint
0.147058824,1.239,0.260947368,36047057200,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1.887142857,2.115,1.075596184,36047057300,Greenpoint
0.460746461,-0.011,0.422047534,36047057400,Madison
2.13,2.05,1.593741992,36047057500,Greenpoint
0.776662484,0.113,0.274261763,36047057600,Madison
0.64797914,-0.082,0.1844477,36047057800,Madison
1.531623932,2.532,1.560014066,36047057900,Greenpoint
0.817158931,0.354,-0.008689824,36047058000,Madison
1.014792899,0.152,0.479486896,36047058200,Homecrest
0.719367589,0.876,0.519690347,36047058400,Homecrest
0.560052219,0.212,0.250812801,36047058600,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0.616666667,0.386,0.971436349,36047058800,Homecrest
1.573676681,1.533,0.637277135,36047058900,Greenpoint
0.68814433,0.857,0.349802074,36047059000,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1.618439716,1.813,1.60048068,36047059100,Greenpoint
0.555858311,0.084,0.841065838,36047059200,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1.386018237,2.763,1.556781271,36047059300,Greenpoint
0.779239766,0.734,0.391337143,36047059401,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0.573529412,0.334,0.634099653,36047059402,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0.467166979,0.47,0.409846743,36047059600,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0.662921348,0.222,0.470695664,36047059800,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0.753642384,0.553,0.459750413,36047060000,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0.840228245,0.476,0.570073531,36047060600,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0.8,0.882,0.226335556,36047060800,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0.626143791,0.434,1.830965943,36047061002,Brighton Beach
0.93993994,-0.243,0.801166373,36047061003,Brighton Beach
0.487987988,0.41,0.491784038,36047061004,Brighton Beach
0.74611399,-0.166,0.495144444,36047061200,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0.556298774,0.09,0.445879482,36047061600,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0.737193764,0.053,0.560199542,36047062000,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1.165172855,0.77,0.461147973,36047062200,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0.467164179,0.462,-0.046486584,36047062600,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0.834850455,0.797,0.212385975,36047062800,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1.215719064,0.674,0.68720319,36047063200,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
0.931179775,0.519,0.229999525,36047063600,Georgetown-Marine Park-Bergen Beach-Mill Basin
0.844621514,0.234,0.340392569,36047063800,Madison
0.443271768,0.443,0.924098617,36047064000,Georgetown-Marine Park-Bergen Beach-Mill Basin
0.69210174,0.313,0.290196972,36047064200,Madison
0.708496732,0.688,0.662786172,36047064400,Georgetown-Marine Park-Bergen Beach-Mill Basin
0.632786885,0.537,0.651171415,36047064600,Georgetown-Marine Park-Bergen Beach-Mill Basin
0.909323116,0.161,0.016224169,36047064800,Georgetown-Marine Park-Bergen Beach-Mill Basin
1.726432532,0.582,0.389848326,36047065000,Flatlands
0.132972973,1.154,0.340428326,36047065200,Georgetown-Marine Park-Bergen Beach-Mill Basin
1.34375,0.369,0.265432024,36047065400,Georgetown-Marine Park-Bergen Beach-Mill Basin
-0.04193038,0.708,0.505427462,36047065600,Georgetown-Marine Park-Bergen Beach-Mill Basin
0.438118812,0.757,0.447637453,36047065800,Georgetown-Marine Park-Bergen Beach-Mill Basin
0.962666667,0.46,0.403662985,36047066000,Georgetown-Marine Park-Bergen Beach-Mill Basin
0.703947368,0.483,0.760930074,36047066200,Georgetown-Marine Park-Bergen Beach-Mill Basin
0.835087719,0.36,0.511897833,36047067000,Georgetown-Marine Park-Bergen Beach-Mill Basin
0.511945392,-0.046,0.270417559,36047067200,Flatlands
0.916864608,0.433,0.221515569,36047067400,Flatlands
1.078886311,0.501,0.425216274,36047067600,Flatlands
0.822711472,0.718,0.518744159,36047067800,Flatlands
0.913580247,0.406,-0.060916482,36047068000,Flatlands
0.963068182,0.625,0.581632653,36047068200,Flatlands
0.892703863,0.329,0.299927391,36047068600,Georgetown-Marine Park-Bergen Beach-Mill Basin
0.539869281,0.409,0.637991105,36047068800,Flatlands
1.222070845,1.037,0.40898862,36047069000,Flatlands
0.792265193,0.386,0.915448833,36047069200,Flatlands
