change of median rent,College00_16,mdfami00_16,Geo_ID,NYC Neighborhood Tabulation Area name,,,GeoID_Name,"Per-Capita Income, with GEOID",GeoID_Name,Per cha of bla pop,,GeoID_Name,"Per-Capita Income, with GEOID",GeoID_Name,Per cha of bla pop
1.300947867,0.498,1.899749564,36061002202,Lower East Side,,,36047101000,32263,36047120000,6.28,,,,,
0.839160839,4.519,0.412590064,36061002400,Lower East Side,,,36047101200,35745,36047120200,213.67,,,,,
0.407142857,0.678,0.343988754,36061002500,Chinatown,,,36047101400,36847,36047120800,13.36,,,,,
0.935010482,0.975,0.748764415,36061002601,Lower East Side,,,36047101600,38945,36047121000,-13.42,,,,,
0.429723502,0.338,3.792403194,36061002602,Lower East Side,,,36047101800,46081,36047121400,-3.78,,,,,
0.88440367,1.495,1.88703287,36061002700,Chinatown,,,36047102000,42037,36047122000,140.91,,,,,
0.489197531,0.507,-0.109273073,36061002800,Lower East Side,,,36047102200,32012,36047123700,-15.32,,,,,
0.893145161,1.493,0.779659498,36061002900,Chinatown,,,36047102400,30610,36047150200,53.25,,,,,
1.605830165,0.820,0.397139188,36061003001,Chinatown,,,36047102600,36846,36047152200,-44.48,,,,,
0.770328103,0.245,0.962295447,36061003002,East Village,,,36047102801,41191,36047990100,N/A,,,,,
0.730557257,0.310,1.339970533,36061003100,SoHo-TriBeCa-Civic Center-Little Italy,,,36047102802,N/A,36061000201,-63.03,,,,,
1.24173028,0.375,0.389917926,36061003200,East Village,,,36047103401,11925,36061000202,27.15,,,,,
0.557721139,0.015,0.593391885,36061003300,SoHo-TriBeCa-Civic Center-Little Italy,,,36047103402,N/A,36061000500,N/A,,,,,
1.520935961,0.252,1.701886179,36061003400,East Village,,,36047105801,21006,36061000600,5.14,,,,,
1.983451537,0.849,0.825119559,36061003601,Chinatown,,,36047105804,30240,36061000700,505.24,,,,,
0.918886199,0.218,0.722943065,36061003602,East Village,,,36047107001,27810,36061000800,-13.93,,,,,
1.037135279,0.125,0.829238252,36061003700,SoHo-TriBeCa-Civic Center-Little Italy,,,36047107002,N/A,36061000900,-8.01,,,,,
1,0.219,0.402312388,36061003800,East Village,,,36047107003,N/A,36061001001,-59.43,,,,,
1.305867665,0.258,1.579792997,36061003900,SoHo-TriBeCa-Civic Center-Little Italy,,,36047107800,34723,36061001002,-16.58,,,,,
1.193580742,0.226,1.204033786,36061004000,East Village,,,36047109800,21683,36061001200,-40.21,,,,,
1.545289855,2.317,1.840236686,36061004100,SoHo-TriBeCa-Civic Center-Little Italy,,,36047110400,20672,36061001300,8.38,,,,,
1.132751092,0.212,1.989475469,36061004200,East Village,,,36047110600,14454,36061001401,-70.21,,,,,
1.721046077,0.411,0.919389908,36061004300,SoHo-TriBeCa-Civic Center-Little Italy,,,36047111000,15060,36061001402,3.68,,,,,
0.82083739,0.250,0.323052353,36061004400,Stuyvesant Town-Cooper Village,,,36047111600,24795,36061001501,0.53,,,,,
0.393757503,0.091,1.020257624,36061004500,SoHo-TriBeCa-Civic Center-Little Italy,,,36047111800,24122,36061001502,152.5,,,,,
1.030160226,0.235,0.679883604,36061004700,SoHo-TriBeCa-Civic Center-Little Italy,,,36047112000,25082,36061001600,173.68,,,,,
0.630769231,0.025,1.062840095,36061004800,Gramercy,,,36047112200,17228,36061001800,10.91,,,,,
1.046184739,0.112,0.379348179,36061004900,SoHo-TriBeCa-Civic Center-Little Italy,,,36047112400,22474,36061002000,-6.04,,,,,
1.229045643,0.161,0.714950513,36061005000,Gramercy,,,36047112600,25639,36061002100,120,,,,,
0.646039604,0.082,0.368180098,36061005200,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36047112800,26488,36061002201,16.74,,,,,
1.225614928,-0.028,0.79973148,36061005400,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36047113000,24523,36061002202,-37.36,,,,,
0.805674979,0.105,0.415205268,36061005501,West Village,,,36047113200,23469,36061002400,-35.76,,,,,
0.475502513,0.077,0.271038332,36061005502,West Village,,,36047113400,16492,36061002500,40.63,,,,,
-0.100738397,-0.074,0.24999375,36061005600,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36047114201,29697,36061002601,4.52,,,,,
0.749125437,0.099,0.169838426,36061005700,West Village,,,36047114202,22232,36061002602,-54.52,,,,,
2.031714569,0.135,0.025829871,36061005800,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36047114400,23223,36061002700,N/A,,,,,
0.762066046,0.074,0.659961472,36061005900,West Village,,,36047114600,25690,36061002800,21.12,,,,,
1.611814346,0.174,0.443083242,36061006000,Stuyvesant Town-Cooper Village,,,36047115000,21913,36061002900,-12.45,,,,,
0.917261056,0.051,0.591917146,36061006100,West Village,,,36047115200,19968,36061003001,-42.77,,,,,
1.132983377,0.258,1.167467047,36061006200,Murray Hill-Kips Bay,,,36047115600,14578,36061003002,31.92,,,,,
0.897631134,0.133,1.128728468,36061006300,West Village,,,36047115800,22622,36061003100,104.42,,,,,
1.083848191,0.146,0.467136033,36061006400,Gramercy,,,36047116000,19115,36061003200,-28.36,,,,,
0.987676056,0.162,1.122701309,36061006500,West Village,,,36047116200,24569,36061003300,125,,,,,
0.655462185,0.162,0.420333812,36061006600,Murray Hill-Kips Bay,,,36047116400,22841,36061003400,-52.16,,,,,
1.208490566,0.135,1.377760873,36061006700,West Village,,,36047116600,28376,36061003601,-11.99,,,,,
0.836025848,0.055,0.949335146,36061006800,Gramercy,,,36047116800,27301,36061003602,-16.55,,,,,
0.738630685,0.074,0.653254998,36061006900,West Village,,,36047117000,16367,36061003700,-62.9,,,,,
0.8903177,0.138,1.024374442,36061007000,Murray Hill-Kips Bay,,,36047117201,27064,36061003800,14.2,,,,,
0.767111853,0.036,0.554295378,36061007100,West Village,,,36047117202,29530,36061003900,-21.14,,,,,
0.341714286,0.026,0.300345476,36061007200,Murray Hill-Kips Bay,,,36047117400,20621,36061004000,37.33,,,,,
0.993103448,0.170,0.828019186,36061007300,West Village,,,36047117601,28626,36061004100,362.86,,,,,
1.001410437,0.092,0.588408082,36061007400,Midtown-Midtown South,,,36047117602,23946,36061004200,-9.04,,,,,
1.012155592,0.121,0.571483255,36061007500,West Village,,,36047117800,16901,36061004300,-40,,,,,
1.360888889,0.409,3.673213354,36061007600,Midtown-Midtown South,,,36047118000,N/A,36061004400,-10.61,,,,,
1.116920152,0.137,0.595290822,36061007700,West Village,,,36047118201,28148,36061004500,N/A,,,,,
0.729634831,0.116,0.389891563,36061007800,Murray Hill-Kips Bay,,,36047118202,24667,36061004700,N/A,,,,,
0.48699187,0.042,0.40309936,36061007900,West Village,,,36047118400,37555,36061004800,31.42,,,,,
0.9,0.160,0.672669984,36061008000,Murray Hill-Kips Bay,,,36047118600,22199,36061004900,-11.76,,,,,
0.836538462,0.196,0.850861188,36061008100,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36047118800,25373,36061005000,-21.54,,,,,
1.095518001,0.081,0.555599176,36061008200,Murray Hill-Kips Bay,,,36047119000,21661,36061005200,-37.2,,,,,
0.520259319,0.324,-0.237293306,36061008300,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36047119200,22946,36061005400,-25,,,,,
0.889541716,0.126,2.710960694,36061008400,Midtown-Midtown South,,,36047119400,18913,36061005501,-51.93,,,,,
0.933295325,0.137,0.293103448,36061008601,Turtle Bay-East Midtown,,,36047119600,20433,36061005502,5.26,,,,,
0.370892019,0.058,0.511010241,36061008603,Turtle Bay-East Midtown,,,36047119800,22418,36061005600,25,,,,,
1.369433198,0.098,1.51695322,36061008700,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36047120000,19695,36061005700,317.65,,,,,
0.725,0.155,0.399247879,36061008800,Turtle Bay-East Midtown,,,36047120200,22946,36061005800,94.74,,,,,
0.978603604,0.066,1.043983828,36061008900,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36047120801,29631,36061005900,26.67,,,,,
0.514792899,0.088,0.52642979,36061009000,Turtle Bay-East Midtown,,,36047120802,14956,36061006000,364.29,,,,,
0.760217984,0.131,1.199053094,36061009100,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36047120803,24549,36061006100,-38.37,,,,,
1.144270404,0.291,1.094630493,36061009200,Turtle Bay-East Midtown,,,36047121000,10858,36061006200,-0.62,,,,,
1.220338983,0.239,0.534590983,36061009300,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36047121400,11080,36061006300,-14.88,,,,,
0.931601732,0.151,0.737639175,36061009500,Midtown-Midtown South,,,36047122000,26846,36061006400,3.69,,,,,
1.335960591,0.178,1.188720212,36061009600,Midtown-Midtown South,,,36047123700,10967,36061006500,-23.23,,,,,
0.8,0.480,0.712113916,36061009700,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36047150200,54154,36061006600,-77.06,,,,,
0.855686275,-0.053,0.874984109,36061009800,Turtle Bay-East Midtown,,,36047152200,168639,36061006700,-33.79,,,,,
2.096842105,1.316,2.312930612,36061009900,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36047990100,N/A,36061006800,2.92,,,,,
0.981620718,0.190,1.831020013,36061010000,Turtle Bay-East Midtown,,,36061000100,N/A,36061006900,-28.99,,,,,
1.304147465,0.271,1.178125932,36061010100,Midtown-Midtown South,,,36061000201,15451,36061007000,31.72,,,,,
1.416260163,-0.002,-0.164169179,36061010200,Midtown-Midtown South,,,36061000202,32807,36061007100,16.28,,,,,
1.039611964,0.330,3.4552,36061010300,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36061000500,N/A,36061007200,-89.29,,,,,
1.114870882,0.109,0.064740045,36061010400,Midtown-Midtown South,,,36061000600,20384,36061007300,-60.85,,,,,
0.808053691,0.158,0.45078081,36061010601,Turtle Bay-East Midtown,,,36061000700,123192,36061007400,-66.27,,,,,
0.874546773,0.057,0.486651452,36061010602,Lenox Hill-Roosevelt Island,,,36061000800,26968,36061007500,-75.28,,,,,
0.668893838,0.197,0.654207526,36061010800,Turtle Bay-East Midtown,,,36061000900,137740,36061007600,-30.36,,,,,
1.658450704,0.063,1.817626564,36061010900,Midtown-Midtown South,,,36061001001,67513,36061007700,-28.57,,,,,
0.535150646,0.089,0.838735876,36061011000,Lenox Hill-Roosevelt Island,,,36061001002,15271,36061007800,135.78,,,,,
1.798349057,0.441,1.585945872,36061011100,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36061001200,60432,36061007900,-70.59,,,,,
0.443346891,0.119,1.093597265,36061011201,Midtown-Midtown South,,,36061001300,123558,36061008000,9.33,,,,,
2.748987854,0.426,0.001559992,36061011202,Midtown-Midtown South,,,36061001401,73745,36061008100,-42.2,,,,,
0.807417046,0.463,0.834498852,36061011203,Turtle Bay-East Midtown,,,36061001402,51484,36061008200,140.43,,,,,
2.884180791,2.059,-0.008178711,36061011300,Midtown-Midtown South,,,36061001501,80703,36061008300,5.8,,,,,
0.066966517,0.129,0.362620592,36061011401,Upper East Side-Carnegie Hill,,,36061001502,105233,36061008400,4.23,,,,,
0.755610973,0.172,0.377410468,36061011402,Upper East Side-Carnegie Hill,,,36061001600,45396,36061008601,-30.06,,,,,
1.507291667,0.693,1.984126984,36061011500,Clinton,,,36061001800,43288,36061008602,N/A,,,,,
0.768691589,0.172,1.685487188,36061011600,Lenox Hill-Roosevelt Island,,,36061002000,21187,36061008603,-85.24,,,,,
5.473563218,1.466,5.267538644,36061011700,Hudson Yards-Chelsea-Flat Iron-Union Square,,,36061002100,177315,36061008700,-27.55,,,,,
0.759566787,0.102,0.347242177,36061011800,Lenox Hill-Roosevelt Island,,,36061002201,27782,36061008800,-22.32,,,,,
0.21040724,-0.246,-0.463691945,36061011900,Midtown-Midtown South,,,36061002202,69267,36061008900,56.36,,,,,
0.331733653,0.172,0.002774986,36061012000,Upper East Side-Carnegie Hill,,,36061002400,11437,36061009000,-42.36,,,,,
1,0.307,1.101205657,36061012100,Clinton,,,36061002500,15267,36061009100,19.42,,,,,
1.005063291,0.136,0.24999375,36061012200,Upper East Side-Carnegie Hill,,,36061002601,29334,36061009200,-3.23,,,,,
0.816924329,0.101,0.799304465,36061012400,Lenox Hill-Roosevelt Island,,,36061002602,73113,36061009300,158.32,,,,,
0.705647176,0.201,1.25741272,36061012500,Midtown-Midtown South,,,36061002700,52255,36061009400,N/A,,,,,
0.451761103,0.041,0.693042587,36061012600,Lenox Hill-Roosevelt Island,,,36061002800,68130,36061009500,-14.6,,,,,
1.071428571,0.499,0.304091425,36061012700,Clinton,,,36061002901,2018,36061009600,N/A,,,,,
0.478707783,0.078,0.24999375,36061012800,Upper East Side-Carnegie Hill,,,36061002902,28120,36061009700,-73.88,,,,,
0.860662048,0.518,2.001833683,36061012900,Clinton,,,36061003001,68977,36061009800,10.38,,,,,
0.309200603,0.091,0.24999375,36061013000,Upper East Side-Carnegie Hill,,,36061003002,63435,36061009900,-38.61,,,,,
1.342198582,0.252,0.314376727,36061013100,Midtown-Midtown South,,,36061003100,73686,36061010000,N/A,,,,,
0.644444444,0.075,0.52395383,36061013200,Lenox Hill-Roosevelt Island,,,36061003200,76736,36061010100,32.79,,,,,
1.381838074,0.343,1.30623155,36061013300,Clinton,,,36061003300,208525,36061010200,N/A,,,,,
0.619377163,0.081,0.444506135,36061013400,Lenox Hill-Roosevelt Island,,,36061003400,64822,36061010300,46.34,,,,,
1.5463138,1.860,0.960933552,36061013500,Clinton,,,36061003601,50357,36061010400,N/A,,,,,
0.828215768,0.083,0.317548289,36061013600,Yorkville,,,36061003602,80492,36061010601,0,,,,,
0.712567649,0.121,0.309524275,36061013700,Midtown-Midtown South,,,36061003700,236017,36061010602,116.33,,,,,
0.769167354,0.067,0.448541846,36061013800,Yorkville,,,36061003800,80453,36061010800,232.31,,,,,
0.890925756,0.060,0.804477423,36061013900,Clinton,,,36061003900,216267,36061010900,N/A,,,,,
0.746478873,-0.052,0.383003441,36061014000,Upper East Side-Carnegie Hill,,,36061004001,83670,36061011000,191.85,,,,,
0.715721464,0.020,0.24999375,36061014200,Upper East Side-Carnegie Hill,,,36061004002,91332,36061011100,94.21,,,,,
0.821052632,-0.014,0.263763502,36061014401,Yorkville,,,36061004100,65099,36061011201,-76.12,,,,,
0.775493421,0.076,0.983745892,36061014402,Yorkville,,,36061004200,67759,36061011202,N/A,,,,,
0.697651174,-0.017,0.552505744,36061014500,Lincoln Square,,,36061004300,122135,36061011203,N/A,,,,,
0.71016692,0.129,0.393567516,36061014601,Yorkville,,,36061004400,82360,36061011300,-29.73,,,,,
0.625,0.175,1.049318431,36061014602,Yorkville,,,36061004500,100685,36061011401,N/A,,,,,
1.800681431,0.034,1.675056889,36061014700,Lincoln Square,,,36061004700,124764,36061011402,N/A,,,,,
0.705752212,0.078,0.419083839,36061014801,Upper East Side-Carnegie Hill,,,36061004800,90807,36061011500,14.03,,,,,
0.867313916,0.025,0.155601129,36061014802,Upper East Side-Carnegie Hill,,,36061004900,150783,36061011600,286.87,,,,,
0.948785292,0.030,0.651374935,36061014900,Lincoln Square,,,36061005000,146617,36061011700,83.91,,,,,
0.624617737,0.062,0.100619497,36061015001,Upper East Side-Carnegie Hill,,,36061005200,134372,36061011800,N/A,,,,,
0.611111111,0.018,0.011269944,36061015002,Upper East Side-Carnegie Hill,,,36061005400,152543,36061011900,16.95,,,,,
0.13003096,0.077,0.952682628,36061015100,Lincoln Square,,,36061005501,92345,36061012000,-9.65,,,,,
0.406962785,0.121,1.576616431,36061015200,Yorkville,,,36061005502,130337,36061012100,-30.92,,,,,
0.889050036,0.024,0.24999375,36061015300,Lincoln Square,,,36061005600,170370,36061012200,N/A,,,,,
0.840077071,0.120,0.511211049,36061015400,Yorkville,,,36061005700,145651,36061012400,0,,,,,
1.961290323,0.199,1.078670321,36061015500,Lincoln Square,,,36061005800,186190,36061012500,-75,,,,,
0.536796537,0.037,0.950732485,36061015601,Yorkville,,,36061005900,124415,36061012600,22.89,,,,,
1.102620087,3.321,2.900382371,36061015602,East Harlem South,,,36061006000,124575,36061012700,-37.25,,,,,
0.907918969,0.227,0.883378675,36061015700,Lincoln Square,,,36061006100,165209,36061012800,-92,,,,,
0.790022338,0.127,0.167761653,36061015801,Upper East Side-Carnegie Hill,,,36061006200,43787,36061012900,-31.35,,,,,
0.990840966,0.539,0.134235298,36061015802,East Harlem South,,,36061006300,145396,36061013000,-36.84,,,,,
1.11988012,0.095,0.658719467,36061015900,Lincoln Square,,,36061006400,90225,36061013100,81.16,,,,,
0.93877551,0.085,0.24999375,36061016001,Upper East Side-Carnegie Hill,,,36061006500,81232,36061013200,N/A,,,,,
1.107594937,0.389,1.246570122,36061016002,East Harlem South,,,36061006600,90303,36061013300,-21.79,,,,,
0.998269896,0.069,0.376007998,36061016100,Upper West Side,,,36061006700,123706,36061013400,69.92,,,,,
0.713043478,1.159,0.286798007,36061016200,East Harlem South,,,36061006800,100293,36061013500,78.03,,,,,
0.891621129,0.051,0.377476062,36061016300,Upper West Side,,,36061006900,168090,36061013600,117.88,,,,,
2.326996198,3.216,1.025512843,36061016400,East Harlem South,,,36061007001,82676,36061013700,64.86,,,,,
0.630008525,-0.055,0.543743449,36061016500,Upper West Side,,,36061007002,86262,36061013800,14.44,,,,,
1.050485437,1.792,0.36347376,36061016600,East Harlem South,,,36061007100,139761,36061013900,-30.22,,,,,
0.57898604,0.038,0.670252141,36061016700,Upper West Side,,,36061007200,129400,36061014000,54.17,,,,,
0.770308123,0.662,0.536055799,36061016800,East Harlem South,,,36061007300,139793,36061014200,-63.33,,,,,
0.790393013,0.125,-0.031914809,36061016900,Upper West Side,,,36061007400,147959,36061014300,N/A,,,,,
0.979515829,0.876,0.528936824,36061017000,East Harlem South,,,36061007500,125897,36061014401,-45.16,,,,,
0.702226345,0.009,0.160011491,36061017100,Upper West Side,,,36061007600,105331,36061014402,67.61,,,,,
1.229957806,2.722,0.651277637,36061017200,East Harlem South,,,36061007700,142622,36061014500,170.76,,,,,
0.563055062,0.074,0.417336497,36061017300,Upper West Side,,,36061007800,102005,36061014601,-71.17,,,,,
0.770186335,0.989,-0.1415831,36061017401,East Harlem South,,,36061007900,146967,36061014602,-23.68,,,,,
0.988811189,1.162,0.570982618,36061017402,East Harlem South,,,36061008000,131365,36061014700,-61.62,,,,,
0.905591201,0.140,0.422630712,36061017500,Upper West Side,,,36061008100,127853,36061014801,N/A,,,,,
0.733652313,0.109,0.50695571,36061017700,Upper West Side,,,36061008200,138317,36061014802,71.88,,,,,
0.910958904,2.187,0.695529773,36061017800,East Harlem North,,,36061008300,75266,36061014900,-14.47,,,,,
0.566153846,0.042,0.380021166,36061017900,Upper West Side,,,36061008400,157022,36061015001,N/A,,,,,
1.095115681,2.650,1.350847351,36061018000,East Harlem North,,,36061008601,112009,36061015002,N/A,,,,,
0.570659489,0.115,1.058914357,36061018100,Upper West Side,,,36061008602,N/A,36061015100,-11.97,,,,,
0.429292929,2.232,0.133509263,36061018200,East Harlem North,,,36061008603,173810,36061015200,5.99,,,,,
1.076923077,0.277,1.473732694,36061018300,Upper West Side,,,36061008700,133493,36061015300,-74.26,,,,,
1.232394366,4.140,0.938332368,36061018400,East Harlem North,,,36061008800,102510,36061015400,4.67,,,,,
1.537878788,0.138,0.469304604,36061018500,Upper West Side,,,36061008900,100178,36061015500,-75.43,,,,,
0.798107256,0.176,1.209685002,36061018600,Central Harlem South,,,36061009000,130853,36061015601,29.48,,,,,
0.844142259,0.216,1.446944761,36061018700,Upper West Side,,,36061009100,140633,36061015602,-21.32,,,,,
0.938814532,2.008,0.668302498,36061018800,East Harlem North,,,36061009200,133615,36061015700,-60.73,,,,,
0.649048626,0.515,0.170896447,36061018900,Upper West Side,,,36061009300,81902,36061015801,189.39,,,,,
0.722707424,5.417,4.194439774,36061019000,Central Harlem South,,,36061009400,86269,36061015802,-38.28,,,,,
0.834983498,0.104,0.930403455,36061019100,Upper West Side,,,36061009500,107721,36061015900,-30.72,,,,,
1.095,0.886,0.401801802,36061019200,East Harlem North,,,36061009600,162308,36061016001,-87.5,,,,,
1.068912711,0.348,0.545266717,36061019300,Morningside Heights,,,36061009700,61502,36061016002,0.65,,,,,
1.215547703,3.952,0.497664179,36061019400,East Harlem North,,,36061009800,120166,36061016100,5.98,,,,,
1.450285714,0.187,0.948887225,36061019500,Morningside Heights,,,36061009901,243377,36061016200,-18.98,,,,,
0.780185759,2.566,1.142559263,36061019600,East Harlem North,,,36061009902,136108,36061016300,-45.75,,,,,
1.046666667,0.762,0.768552167,36061019702,Central Harlem South,,,36061009903,101989,36061016400,-16.53,,,,,
1.031152648,1.048,3.118221414,36061019800,East Harlem North,,,36061010000,102998,36061016500,47.37,,,,,
0.833869239,0.121,0.886041575,36061019900,Morningside Heights,,,36061010100,97696,36061016600,-25.81,,,,,
1.728,2.468,1.608601779,36061020000,Central Harlem South,,,36061010200,83891,36061016700,-26.12,,,,,
1.114253394,0.114,0.432949026,36061020101,Morningside Heights,,,36061010300,105443,36061016800,15,,,,,
1.34622824,1.540,1.676594453,36061020102,Central Harlem South,,,36061010400,153944,36061016900,-4.73,,,,,
0.552380952,-0.053,0.085562343,36061020300,Morningside Heights,,,36061010601,229033,36061017000,-21.72,,,,,
0.897782064,0.020,0.556058726,36061020500,Morningside Heights,,,36061010602,114562,36061017100,18.22,,,,,
1.141025641,0.504,0.441435978,36061020600,Central Harlem North-Polo Grounds,,,36061010801,131008,36061017200,32.84,,,,,
0.966267682,0.065,0.499687834,36061020701,Morningside Heights,,,36061010802,101153,36061017300,-44.96,,,,,
1.041044776,1.708,1.557190816,36061020800,Central Harlem North-Polo Grounds,,,36061010803,183026,36061017401,-24.64,,,,,
1.211538462,0.211,0.851849798,36061020901,Morningside Heights,,,36061010900,82743,36061017402,-25.24,,,,,
0.684210526,1.042,0.092142347,36061021000,East Harlem North,,,36061011000,109641,36061017500,-17.25,,,,,
0.80483871,0.290,1.803216896,36061021100,Morningside Heights,,,36061011100,92928,36061017700,-26.67,,,,,
1.636842105,0.960,0.595918367,36061021200,Central Harlem North-Polo Grounds,,,36061011201,180681,36061017800,-32.59,,,,,
1.285185185,1.909,0.493461426,36061021303,Manhattanville,,,36061011202,260489,36061017900,-71.58,,,,,
1.078571429,1.261,0.669673529,36061021400,Central Harlem North-Polo Grounds,,,36061011203,158249,36061018000,-14.25,,,,,
1.035250464,3.622,0.451092205,36061021500,Central Harlem North-Polo Grounds,,,36061011300,38039,36061018100,-5.66,,,,,
1.143897996,1.385,1.577270259,36061021600,Central Harlem South,,,36061011401,285751,36061018200,-16.32,,,,,
1.568329718,1.515,0.453832784,36061021800,Central Harlem South,,,36061011402,182111,36061018300,-60,,,,,
0.216589862,1.616,0.296575573,36061021900,Manhattanville,,,36061011500,102990,36061018400,19.77,,,,,
1.377828054,0.919,0.918949002,36061022000,Central Harlem South,,,36061011600,78414,36061018500,-26.77,,,,,
1.054982818,0.840,0.365211427,36061022102,Central Harlem North-Polo Grounds,,,36061011700,113867,36061018600,6.35,,,,,
1.469907407,1.498,1.832808474,36061022200,Central Harlem South,,,36061011800,145358,36061018700,-16.99,,,,,
0.751361162,2.400,0.472364237,36061022301,Manhattanville,,,36061011900,21718,36061018800,2.34,,,,,
1.247484909,3.017,0.217025999,36061022302,Manhattanville,,,36061012000,175747,36061018900,-5.8,,,,,
1.247222222,1.699,1.079701633,36061022400,Central Harlem North-Polo Grounds,,,36061012101,55427,36061019000,18.49,,,,,
0.963414634,1.094,0.635124977,36061022500,Hamilton Heights,,,36061012102,54087,36061019100,-17.39,,,,,
1.021912351,2.744,1.80559325,36061022600,Central Harlem North-Polo Grounds,,,36061012200,190289,36061019200,-9.23,,,,,
1.390990991,1.331,1.399303095,36061022700,Hamilton Heights,,,36061012400,94286,36061019300,-45.43,,,,,
1.120654397,1.251,0.763923131,36061022800,Central Harlem North-Polo Grounds,,,36061012500,160985,36061019400,-13.42,,,,,
1.05,2.045,0.993434259,36061022900,Hamilton Heights,,,36061012601,95986,36061019500,-45.42,,,,,
0.830588235,0.385,0.777942631,36061023000,Central Harlem North-Polo Grounds,,,36061012602,145485,36061019600,-20.86,,,,,
1.248713551,1.147,0.611836442,36061023100,Hamilton Heights,,,36061012700,102520,36061019701,N/A,,,,,
0.842342342,2.203,0.675194932,36061023200,Central Harlem North-Polo Grounds,,,36061012800,146201,36061019702,-33.62,,,,,
1.099678457,1.198,0.946546338,36061023300,Hamilton Heights,,,36061012901,87619,36061019800,37.1,,,,,
1.145251397,3.069,0.862020619,36061023400,Central Harlem North-Polo Grounds,,,36061012902,80294,36061019900,-1.73,,,,,
0.796733212,1.242,0.485842369,36061023501,Hamilton Heights,,,36061013000,182483,36061020000,8.93,,,,,
1.24952741,3.658,0.503905882,36061023502,Central Harlem North-Polo Grounds,,,36061013100,103208,36061020101,-1.62,,,,,
0.674329502,0.463,0.341100457,36061023600,Central Harlem North-Polo Grounds,,,36061013201,66661,36061020102,-14.6,,,,,
1.010221465,1.299,0.657275439,36061023700,Hamilton Heights,,,36061013202,65744,36061020300,29.74,,,,,
0.704974271,0.510,0.811932598,36061023801,Lenox Hill-Roosevelt Island,,,36061013203,72069,36061020500,6.5,,,,,
1.414236707,-0.085,1.83184231,36061023802,Lenox Hill-Roosevelt Island,,,36061013300,110636,36061020600,6.38,,,,,
1.064695009,1.775,0.931066261,36061023900,Washington Heights South,,,36061013400,119580,36061020701,-3.93,,,,,
0.948419301,0.409,0.657001192,36061024100,Washington Heights South,,,36061013501,68091,36061020800,-3.15,,,,,
0.320334262,1.903,0.604516203,36061024200,East Harlem North,,,36061013502,97243,36061020901,-35.8,,,,,
0.894991922,1.592,0.69473867,36061024301,Washington Heights South,,,36061013601,165076,36061021000,-2.85,,,,,
0.824427481,1.357,0.823594354,36061024302,Central Harlem North-Polo Grounds,,,36061013602,120718,36061021100,-27.63,,,,,
0.78130217,1.626,0.749548843,36061024500,Washington Heights South,,,36061013603,95255,36061021200,-12.82,,,,,
0.833075734,0.649,0.484980589,36061024700,Washington Heights South,,,36061013604,112680,36061021303,-21.68,,,,,
0.917004049,2.603,1.458,36061024900,Washington Heights South,,,36061013700,194259,36061021400,-13.7,,,,,
0.705061082,1.787,0.925860218,36061025100,Washington Heights South,,,36061013800,114421,36061021500,-1.49,,,,,
0.850722311,2.254,0.754991243,36061025300,Washington Heights South,,,36061013900,92007,36061021600,-19.97,,,,,
0.993252362,0.443,0.297656803,36061025500,Washington Heights South,,,36061014000,209247,36061021703,N/A,,,,,
2.007407407,2.885,3.195309278,36061025700,Central Harlem South,,,36061014200,189559,36061021800,14,,,,,
1.088180113,11.223,2.637104926,36061025900,Central Harlem North-Polo Grounds,,,36061014300,N/A,36061021900,2.47,,,,,
0.877622378,1.445,0.549232336,36061026100,Washington Heights South,,,36061014401,150420,36061022000,-7.33,,,,,
0.799709724,1.340,-0.105729216,36061026300,Washington Heights South,,,36061014402,105588,36061022102,-10.07,,,,,
0.884779516,0.890,1.080228593,36061026500,Washington Heights South,,,36061014500,147363,36061022200,-21.38,,,,,
0.838427948,1.302,1.056262355,36061026700,Washington Heights North,,,36061014601,114998,36061022301,109.17,,,,,
0.918228279,1.425,0.528563606,36061026900,Washington Heights North,,,36061014602,100823,36061022302,-34.97,,,,,
0.989552239,0.858,0.525961035,36061027100,Washington Heights North,,,36061014700,131461,36061022400,-4.84,,,,,
0.972087379,0.444,0.548736593,36061027300,Washington Heights North,,,36061014801,130657,36061022500,28.32,,,,,
0.967058824,0.071,0.86337164,36061027500,Washington Heights North,,,36061014802,116284,36061022600,-3.83,,,,,
0.686614173,0.980,0.158164129,36061027700,Washington Heights North,,,36061014900,131083,36061022700,-30.89,,,,,
1.038402458,0.265,0.605953225,36061027900,Washington Heights North,,,36061015001,156501,36061022800,-3.21,,,,,
