change of median rent,College00_16,mdfami00_16,Geo_ID,NYC Neighborhood Tabulation Area name,,,GeoID_Name,"Per-Capita Income, with GEOID",GeoID_Name,Per cha of bla pop,,GeoID_Name,"Per-Capita Income, with GEOID",GeoID_Name,Per cha of bla pop
0.732467532,0.250,0.513493671,36047026800,Bensonhurst West,,,36047020700,87338,36047025100,-14.61,,,,,
1.092257002,2.317,0.878025925,36047026900,Bedford,,,36047020800,30870,36047025200,N/A,,,,,
0.87388724,0.310,0.462832432,36047027000,Bensonhurst West,,,36047021000,23184,36047025300,-36.57,,,,,
1.235099338,3.813,0.784893645,36047027100,Crown Heights North,,,36047021100,42745,36047025400,N/A,,,,,
0.733425414,0.369,0.399585498,36047027200,Bensonhurst West,,,36047021200,28869,36047025500,-22.07,,,,,
0.744525547,1.177,0.664951894,36047027300,Stuyvesant Heights,,,36047021300,39735,36047025600,N/A,,,,,
0.588162762,0.313,0.469939836,36047027400,Bensonhurst West,,,36047021400,21902,36047025700,28.09,,,,,
1.500813008,2.463,0.756375421,36047027500,Stuyvesant Heights,,,36047021500,60580,36047025800,N/A,,,,,
0.768571429,0.271,0.537683459,36047027600,Bensonhurst West,,,36047021600,16401,36047025901,10.97,,,,,
1.312260536,1.041,0.829732993,36047027700,Stuyvesant Heights,,,36047021700,52870,36047025902,7.77,,,,,
1.005943536,0.508,0.857981522,36047027800,Bensonhurst West,,,36047021800,18886,36047026000,18.42,,,,,
0.863414634,2.859,1.141356828,36047027900,Stuyvesant Heights,,,36047021900,63078,36047026100,-19.97,,,,,
0.775631501,0.279,0.358323217,36047028000,Bath Beach,,,36047022000,18318,36047026200,-1.92,,,,,
0.868486352,2.069,1.058166821,36047028100,Stuyvesant Heights,,,36047022100,43374,36047026300,-18.71,,,,,
0.688172043,0.404,0.591894147,36047028200,Bath Beach,,,36047022200,15917,36047026400,317.65,,,,,
1.020408163,0.929,1.512608664,36047028300,Stuyvesant Heights,,,36047022400,14337,36047026500,-33.28,,,,,
0.676880223,-0.082,0.646234266,36047028400,Bensonhurst West,,,36047022600,19750,36047026600,N/A,,,,,
2.127407407,7.027,1.208101358,36047028501,Bushwick South,,,36047022700,62249,36047026700,-29.24,,,,,
0.995412844,0.346,0.329623288,36047028502,Stuyvesant Heights,,,36047022800,17497,36047026800,-26.67,,,,,
0.736187845,0.102,0.376644068,36047028600,Bath Beach,,,36047022900,60255,36047026900,-11.19,,,,,
0.606714628,2.426,0.644761905,36047028700,Stuyvesant Heights,,,36047023000,13924,36047027000,110,,,,,
0.708737864,0.651,1.002111498,36047028800,Bensonhurst West,,,36047023100,70208,36047027100,-18.51,,,,,
0.84057971,1.409,1.190757214,36047028900,Stuyvesant Heights,,,36047023200,15255,36047027200,N/A,,,,,
0.637333333,0.458,0.811404448,36047029000,Bensonhurst West,,,36047023300,43389,36047027300,-11.37,,,,,
1.006451613,2.018,1.14949654,36047029100,Stuyvesant Heights,,,36047023400,12269,36047027400,N/A,,,,,
0.76744186,0.200,0.704111024,36047029200,Bath Beach,,,36047023500,26084,36047027500,-17.11,,,,,
1.237529691,1.732,0.284066024,36047029300,Stuyvesant Heights,,,36047023600,10731,36047027600,-44.44,,,,,
0.672108844,-0.097,0.358747656,36047029400,Bensonhurst West,,,36047023800,15596,36047027700,11.22,,,,,
1.109567901,1.310,1.260003717,36047029500,Stuyvesant Heights,,,36047024000,13184,36047027800,88.46,,,,,
0.781546811,0.662,0.213149861,36047029600,Bensonhurst West,,,36047024100,41769,36047027900,-1.09,,,,,
1.19650655,0.780,0.760406488,36047029700,Crown Heights North,,,36047024200,26705,36047028000,143.75,,,,,
0.731081081,0.483,0.172562395,36047029800,Bensonhurst East,,,36047024300,49764,36047028100,8.79,,,,,
1.261818182,1.153,0.300861878,36047029900,Crown Heights North,,,36047024400,19876,36047028200,N/A,,,,,
0.606770833,0.241,0.188207979,36047030000,Bensonhurst East,,,36047024500,54373,36047028300,7.62,,,,,
0.992248062,1.389,0.947125864,36047030100,Ocean Hill,,,36047024600,25724,36047028400,87.5,,,,,
0.764705882,0.674,0.300948744,36047030200,Bensonhurst East,,,36047024700,48620,36047028501,-95.31,,,,,
1.166666667,1.137,0.575460801,36047030300,Ocean Hill,,,36047024800,26529,36047028502,-15.86,,,,,
0.5,0.394,0.129618413,36047030400,Bensonhurst East,,,36047024900,49526,36047028600,166.67,,,,,
1.453194651,3.874,0.232273839,36047030500,Crown Heights North,,,36047025000,21749,36047028700,0.06,,,,,
0.55227882,0.641,0.674461226,36047030600,Gravesend,,,36047025100,41873,36047028800,N/A,,,,,
1.409090909,3.871,1.163070175,36047030700,Crown Heights North,,,36047025200,21972,36047028900,0.71,,,,,
0.573355818,0.814,0.385594968,36047030800,Gravesend,,,36047025300,39363,36047029000,N/A,,,,,
1.748663102,4.607,0.146186294,36047030900,Crown Heights North,,,36047025400,29405,36047029100,-20.44,,,,,
1.122040073,3.534,0.649820273,36047031100,Crown Heights North,,,36047025500,17559,36047029200,N/A,,,,,
0.813067151,2.431,1.203799985,36047031300,Crown Heights North,,,36047025600,23545,36047029300,-17.65,,,,,
0.688380282,0.506,0.744708224,36047031400,Gravesend,,,36047025700,45733,36047029400,325.93,,,,,
0.82942097,3.786,0.952355072,36047031500,Crown Heights North,,,36047025800,22130,36047029500,-26.42,,,,,
1.081395349,2.170,1.660829256,36047031701,Crown Heights North,,,36047025901,37983,36047029600,N/A,,,,,
1.190977444,2.507,0.782218026,36047031702,Crown Heights North,,,36047025902,9955,36047029700,7.79,,,,,
0.796825397,0.388,0.304081356,36047031900,Crown Heights South,,,36047026000,26985,36047029800,N/A,,,,,
1.051482059,1.641,0.416403683,36047032100,Crown Heights South,,,36047026100,34976,36047029900,67.14,,,,,
1.103448276,1.254,1.188656902,36047032300,Crown Heights South,,,36047026200,28594,36047030000,N/A,,,,,
1.048154093,0.927,0.596058308,36047032500,Crown Heights South,,,36047026300,37340,36047030100,-8.82,,,,,
0.763546798,0.867,0.74488568,36047032600,Seagate-Coney Island,,,36047026400,25050,36047030200,N/A,,,,,
0.781055901,1.240,0.460280374,36047032700,Prospect Lefferts Gardens-Wingate,,,36047026500,50491,36047030300,47.44,,,,,
1.468208092,-0.070,0.97266303,36047032800,Seagate-Coney Island,,,36047026600,20376,36047030400,-67.65,,,,,
0.967340591,1.882,0.484565014,36047032900,Prospect Lefferts Gardens-Wingate,,,36047026700,52452,36047030500,-35.14,,,,,
0.198218263,0.442,0.300251147,36047033000,Seagate-Coney Island,,,36047026800,27807,36047030600,N/A,,,,,
1.011532125,0.593,0.899548416,36047033100,Crown Heights South,,,36047026900,53477,36047030700,-2.09,,,,,
0.652399481,0.248,0.136576056,36047033300,Crown Heights South,,,36047027000,22560,36047030800,7.41,,,,,
0.723097113,0.506,0.664178526,36047033500,Crown Heights South,,,36047027100,38929,36047030900,18.02,,,,,
1.286858974,0.769,0.898562376,36047033600,Seagate-Coney Island,,,36047027200,45050,36047031100,-4.47,,,,,
0.836158192,0.738,0.855442792,36047033700,Crown Heights North,,,36047027300,34583,36047031300,-12.68,,,,,
0.646774194,0.579,0.330730999,36047033900,Crown Heights North,,,36047027400,22112,36047031400,30.77,,,,,
0.719557196,1.713,1.068070953,36047034000,Seagate-Coney Island,,,36047027500,43317,36047031500,-38.42,,,,,
1.148514851,1.115,0.553300134,36047034100,Crown Heights North,,,36047027600,23592,36047031701,-35.19,,,,,
0.508591065,0.888,0.586911241,36047034200,Seagate-Coney Island,,,36047027700,32753,36047031702,-39.62,,,,,
1.213592233,1.324,0.610015044,36047034300,Crown Heights North,,,36047027800,29254,36047031900,-20.93,,,,,
0.889908257,1.608,-0.21972279,36047034500,Crown Heights North,,,36047027900,42188,36047032100,-9.2,,,,,
0.890196078,2.031,1.521809564,36047034700,Crown Heights North,,,36047028000,32708,36047032300,-12.61,,,,,
1.084353741,0.512,0.764180921,36047034800,Seagate-Coney Island,,,36047028100,22978,36047032500,-9.39,,,,,
0.98381877,0.542,0.257663064,36047034900,Crown Heights North,,,36047028200,32172,36047032600,-27,,,,,
0.846017699,0.944,0.50372529,36047035000,West Brighton,,,36047028300,23057,36047032700,-48.94,,,,,
0.772046589,-0.007,0.371705218,36047035100,Crown Heights North,,,36047028400,25138,36047032800,-46.37,,,,,
0.222222222,0.265,0.184889034,36047035200,Seagate-Coney Island,,,36047028501,30523,36047032900,-25.42,,,,,
1.022727273,1.879,0.636129736,36047035300,Crown Heights North,,,36047028502,22184,36047033000,-30.64,,,,,
0.517374517,0.663,0.902406273,36047035400,West Brighton,,,36047028600,19893,36047033100,-25.67,,,,,
0.930875576,1.419,0.552016203,36047035500,Crown Heights South,,,36047028700,41721,36047033300,-23.34,,,,,
0.687969925,0.600,0.35831493,36047035601,West Brighton,,,36047028800,25879,36047033500,-50.37,,,,,
1.223684211,0.603,0.723991356,36047035602,West Brighton,,,36047028900,28582,36047033600,-18.18,,,,,
1.244813278,0.626,0.338300654,36047035700,Crown Heights North,,,36047029000,25919,36047033700,-30.13,,,,,
0.951972556,1.264,0.672062172,36047035900,Crown Heights North,,,36047029100,44862,36047033900,-25,,,,,
0.633165829,0.193,0.550199504,36047036001,Brighton Beach,,,36047029200,25358,36047034000,-18,,,,,
0.848958333,0.263,1.344211856,36047036002,Brighton Beach,,,36047029300,41710,36047034100,-6.52,,,,,
1.368544601,0.633,0.546298609,36047036100,Ocean Hill,,,36047029400,25530,36047034200,-41.95,,,,,
0.927852349,1.682,1.245292551,36047036200,Brighton Beach,,,36047029500,57222,36047034300,-31.18,,,,,
1.666666667,1.074,0.850226087,36047036300,Ocean Hill,,,36047029600,24369,36047034500,16.93,,,,,
0.862914863,0.603,1.521810921,36047036400,Brighton Beach,,,36047029700,48318,36047034700,1.97,,,,,
0.7731569,2.231,0.783490309,36047036501,Ocean Hill,,,36047029800,21982,36047034800,-83.33,,,,,
0.589424572,0.635,0.359358008,36047036502,Ocean Hill,,,36047029900,25849,36047034900,-0.91,,,,,
0.769014085,0.446,0.234732824,36047036600,Brighton Beach,,,36047030000,26920,36047035000,N/A,,,,,
1.058020478,2.866,0.781161022,36047036700,Ocean Hill,,,36047030100,34920,36047035100,-25.3,,,,,
0.890365449,1.466,1.072789563,36047036900,Ocean Hill,,,36047030200,29601,36047035200,12.98,,,,,
0.704453441,0.297,0.438352224,36047037000,Brighton Beach,,,36047030300,23557,36047035300,-20.9,,,,,
1.109677419,1.352,1.067413006,36047037100,Ocean Hill,,,36047030400,26646,36047035400,-88.78,,,,,
1.082024433,0.407,0.095890411,36047037300,Ocean Hill,,,36047030500,55824,36047035500,9.15,,,,,
0.774647887,0.348,0.418837281,36047037401,Gravesend,,,36047030600,26301,36047035601,-2.97,,,,,
0.582047686,0.447,0.140760478,36047037402,Gravesend,,,36047030700,21176,36047035602,-73.75,,,,,
1.370994941,3.280,0.598936247,36047037500,Stuyvesant Heights,,,36047030800,33655,36047035700,-2.71,,,,,
1.036697248,0.908,0.045829171,36047037700,Stuyvesant Heights,,,36047030900,40177,36047035900,6.86,,,,,
0.769115442,0.803,0.166097329,36047037900,Stuyvesant Heights,,,36047031100,31115,36047036001,118.18,,,,,
0.617073171,1.318,0.347568729,36047038100,Crown Heights North,,,36047031300,48284,36047036002,-45.71,,,,,
0.525679758,0.862,0.254211688,36047038200,Gravesend,,,36047031401,36793,36047036100,3.9,,,,,
0.94965035,0.749,0.996195258,36047038300,Stuyvesant Heights,,,36047031402,N/A,36047036200,-70.34,,,,,
0.933656958,1.932,1.111100349,36047038500,Stuyvesant Heights,,,36047031500,49400,36047036300,4.8,,,,,
0.70441989,1.008,0.470578178,36047038600,Gravesend,,,36047031701,48488,36047036400,-20,,,,,
1.284369115,2.728,0.31454392,36047038700,Stuyvesant Heights,,,36047031702,55357,36047036501,27.19,,,,,
0.898079764,0.591,0.838065984,36047038800,Homecrest,,,36047031900,48671,36047036502,72.48,,,,,
1.339464883,4.354,1.204278505,36047038900,Bushwick South,,,36047032100,37487,36047036600,134.29,,,,,
0.863319386,0.214,0.330576339,36047039000,Homecrest,,,36047032300,37477,36047036700,-15.83,,,,,
1.020168067,4.296,0.8435824,36047039100,Bushwick South,,,36047032500,31448,36047036900,0.43,,,,,
0.756986634,0.409,0.576026564,36047039200,Homecrest,,,36047032600,19812,36047037000,N/A,,,,,
1.137123746,4.252,0.931386047,36047039300,Bushwick South,,,36047032700,54211,36047037100,9.51,,,,,
0.751870324,1.704,0.717907352,36047039400,Homecrest,,,36047032800,18689,36047037300,-25.4,,,,,
1.271559633,1.352,0.626394919,36047039500,Bushwick South,,,36047032900,31605,36047037401,18.18,,,,,
0.773351648,0.372,0.847276081,36047039600,Homecrest,,,36047033000,13955,36047037402,393.63,,,,,
1.09335443,2.078,0.717317647,36047039700,Bushwick South,,,36047033100,25851,36047037500,-27.76,,,,,
0.783333333,1.357,0.562663573,36047039800,Gravesend,,,36047033300,26092,36047037700,-19.13,,,,,
0.98013245,3.196,1.077525008,36047039900,Bushwick South,,,36047033500,42545,36047037900,20.65,,,,,
0.786111111,0.382,0.41432218,36047040000,Bensonhurst East,,,36047033600,39169,36047038100,-2.61,,,,,
0.904552129,3.138,1.256796265,36047040100,Bushwick South,,,36047033701,32112,36047038200,-14.46,,,,,
0.760583942,0.464,0.246991404,36047040200,Bensonhurst East,,,36047033702,24056,36047038300,0.19,,,,,
1.114583333,4.332,-0.013118802,36047040300,Bushwick South,,,36047033900,36558,36047038500,-30.71,,,,,
0.619372442,0.302,0.404830772,36047040400,Bensonhurst East,,,36047034000,12141,36047038600,N/A,,,,,
1.008823529,3.226,0.458452797,36047040500,Bushwick South,,,36047034100,43178,36047038700,-3.33,,,,,
0.828696925,0.340,0.097251284,36047040600,Bensonhurst East,,,36047034200,14896,36047038800,395.45,,,,,
0.667098446,0.433,0.490949259,36047040800,Bensonhurst East,,,36047034300,24234,36047038900,0,,,,,
1.200626959,2.197,0.481184401,36047040900,Bushwick North,,,36047034500,34646,36047039000,N/A,,,,,
0.918166939,0.367,0.07212756,36047041000,Bensonhurst East,,,36047034700,28575,36047039100,255.74,,,,,
0.78559464,2.361,1.294396961,36047041100,Bushwick South,,,36047034800,20143,36047039200,9.09,,,,,
0.753665689,0.035,0.389622561,36047041200,Bensonhurst East,,,36047034901,22437,36047039300,58.24,,,,,
0.787204451,0.919,0.875947952,36047041300,Bushwick South,,,36047034902,25905,36047039400,N/A,,,,,
1.112462006,0.787,0.466453957,36047041401,Homecrest,,,36047035000,31815,36047039500,27.11,,,,,
0.709537572,0.769,0.000634006,36047041402,Homecrest,,,36047035101,17510,36047039600,N/A,,,,,
1.109467456,0.633,1.10716,36047041500,Bushwick South,,,36047035102,27766,36047039700,-8.36,,,,,
0.706422018,-0.054,0.032927536,36047041600,Homecrest,,,36047035200,15809,36047039800,N/A,,,,,
0.82832618,1.183,1.250087017,36047041700,Bushwick South,,,36047035301,23780,36047039900,-17.95,,,,,
0.8365243,-0.035,0.461450957,36047041800,Homecrest,,,36047035302,31986,36047040000,N/A,,,,,
1.367424242,1.770,0.893584998,36047041900,Bushwick South,,,36047035400,44680,36047040100,-21.92,,,,,
0.758241758,0.627,0.195402299,36047042000,Homecrest,,,36047035500,27744,36047040200,N/A,,,,,
1.161666667,0.997,0.824933806,36047042100,Bushwick South,,,36047035601,25428,36047040300,15.69,,,,,
0.917662683,0.524,0.811444633,36047042200,Homecrest,,,36047035602,33816,36047040400,N/A,,,,,
1.223622047,0.739,1.2112979,36047042300,Bushwick South,,,36047035701,22873,36047040500,-29.85,,,,,
0.741982507,0.327,0.809091377,36047042400,Bensonhurst East,,,36047035702,N/A,36047040600,47.06,,,,,
1.418487395,8.400,1.600714405,36047042500,Bushwick South,,,36047035900,28290,36047040700,N/A,,,,,
0.706569343,0.590,0.38598916,36047042600,Bensonhurst East,,,36047036001,31405,36047040800,N/A,,,,,
1.268852459,6.523,0.580680132,36047042700,Bushwick North,,,36047036002,25479,36047040900,32.01,,,,,
0.828571429,0.647,0.526846838,36047042800,Bensonhurst East,,,36047036100,15568,36047041000,-43.75,,,,,
1.087227414,4.464,1.546730209,36047042900,Bushwick North,,,36047036200,26631,36047041100,-31.73,,,,,
0.764539007,0.437,0.285802962,36047043000,Bensonhurst East,,,36047036300,19663,36047041200,N/A,,,,,
1.161189358,6.192,0.858137072,36047043100,Bushwick North,,,36047036400,25563,36047041300,28.27,,,,,
0.786248132,0.260,0.551978434,36047043200,Bensonhurst East,,,36047036501,22115,36047041401,N/A,,,,,
0.985790409,2.621,0.99635748,36047043300,Bushwick North,,,36047036502,17975,36047041402,N/A,,,,,
0.710791367,0.552,0.491309231,36047043400,Bensonhurst East,,,36047036600,21197,36047041500,-4.3,,,,,
1.112426036,1.055,0.462538398,36047043500,Bushwick North,,,36047036700,24714,36047041600,N/A,,,,,
0.692198582,0.429,0.836315504,36047043600,Bensonhurst East,,,36047036900,21652,36047041700,-7.42,,,,,
1.12652439,4.132,0.544974153,36047043700,Bushwick North,,,36047037000,34938,36047041800,N/A,,,,,
0.908062235,0.018,0.310334969,36047043800,Ocean Parkway South,,,36047037100,29547,36047041900,-5.04,,,,,
0.751668892,2.457,0.126017486,36047043900,Bushwick North,,,36047037300,36084,36047042000,N/A,,,,,
0.909090909,0.875,0.525907841,36047044000,Ocean Parkway South,,,36047037401,31254,36047042100,82.54,,,,,
0.938345865,1.405,1.325877752,36047044100,Bushwick North,,,36047037402,30094,36047042200,N/A,,,,,
0.75215783,0.616,0.979015725,36047044200,Ocean Parkway South,,,36047037500,59201,36047042300,276.67,,,,,
1.073637703,0.873,0.684382816,36047044300,Bushwick North,,,36047037700,45259,36047042400,N/A,,,,,
0.635514019,0.078,0.554529187,36047044400,Ocean Parkway South,,,36047037900,31398,36047042500,114.39,,,,,
1.054794521,1.132,0.308713289,36047044500,Bushwick North,,,36047038100,32006,36047042600,251.85,,,,,
0.813390313,0.308,0.310335135,36047044600,Borough Park,,,36047038200,13158,36047042700,37.23,,,,,
1.26031746,3.826,0.889168766,36047044700,Bushwick North,,,36047038300,41557,36047042800,-29.55,,,,,
0.613147914,0.125,0.078743825,36047044800,Ocean Parkway South,,,36047038500,42430,36047042900,75.37,,,,,
1.032171582,1.405,1.114273976,36047044900,East Williamsburg,,,36047038600,27943,36047043000,N/A,,,,,
1.143893591,-0.017,0.544080458,36047045000,Ocean Parkway South,,,36047038700,35047,36047043100,78.66,,,,,
0.874848117,0.086,0.31330638,36047045200,Ocean Parkway South,,,36047038800,31493,36047043200,N/A,,,,,
1.845771144,1.824,0.711657143,36047045300,Bushwick North,,,36047038900,36120,36047043300,71.85,,,,,
0.495049505,0.126,0.54366541,36047045400,Ocean Parkway South,,,36047039000,31941,36047043400,182.86,,,,,
0.675324675,0.249,-0.082526316,36047045600,Midwood,,,36047039100,44713,36047043500,32.85,,,,,
0.638655462,-0.415,-0.004296388,36047045800,Midwood,,,36047039200,34338,36047043600,76.92,,,,,
0.726896552,0.178,0.195213788,36047046000,Flatbush,,,36047039300,33772,36047043700,25.23,,,,,
0.637083994,0.807,0.151875225,36047046201,Flatbush,,,36047039400,42900,36047043800,N/A,,,,,
0.85315534,0.617,-0.066820276,36047046202,Ocean Parkway South,,,36047039500,32143,36047043900,96.33,,,,,
0.896815287,0.807,0.575128717,36047046400,Borough Park,,,36047039600,37279,36047044000,472.73,,,,,
1.148241206,0.221,0.526580569,36047046800,Borough Park,,,36047039700,36877,36047044100,280.73,,,,,
0.955266955,0.054,0.132421426,36047047000,Borough Park,,,36047039800,25492,36047044200,N/A,,,,,
0.753363229,-0.298,0.870515546,36047047200,Borough Park,,,36047039900,31302,36047044300,200.54,,,,,
0.788113695,0.025,0.541231899,36047047400,Borough Park,,,36047040000,26647,36047044400,N/A,,,,,
0.734992679,-0.095,0.138552829,36047047600,Borough Park,,,36047040100,36294,36047044500,41.38,,,,,
2.559270517,1.625,1.314285714,36047047700,East Williamsburg,,,36047040200,27186,36047044600,-42.22,,,,,
0.743658211,-0.330,-0.106174497,36047047800,Borough Park,,,36047040300,32713,36047044700,279.27,,,,,
1.039694656,0.049,0.288851013,36047048000,Flatbush,,,36047040400,35945,36047044800,N/A,,,,,
1.79047619,1.533,1.971698113,36047048100,East Williamsburg,,,36047040500,26409,36047044900,35.96,,,,,
0.89375,0.466,0.297844636,36047048200,Flatbush,,,36047040600,26635,36047045000,N/A,,,,,
1.16872428,0.321,0.538860772,36047048400,Kensington-Ocean Parkway,,,36047040700,N/A,36047045200,N/A,,,,,
2,3.955,1.271777631,36047048500,Bushwick South,,,36047040800,36012,36047045300,903.45,,,,,
0.781121751,0.447,0.280422271,36047048600,Kensington-Ocean Parkway,,,36047040900,23010,36047045400,N/A,,,,,
0.665738162,0.423,0.208168869,36047048800,Kensington-Ocean Parkway,,,36047041000,28386,36047045600,N/A,,,,,
0.944444444,1.202,0.409895768,36047048900,Bushwick South,,,36047041100,25071,36047045800,N/A,,,,,
1.022346369,0.746,0.438474663,36047049000,Kensington-Ocean Parkway,,,36047041200,33574,36047046000,-75.65,,,,,
1.237623762,0.151,0.514320134,36047049100,East Williamsburg,,,36047041300,31494,36047046201,N/A,,,,,
0.744619799,0.074,0.348341979,36047049200,Kensington-Ocean Parkway,,,36047041401,29984,36047046202,N/A,,,,,
0.58254717,4.605,0.400505665,36047049300,Bushwick South,,,36047041402,37906,36047046400,N/A,,,,,
0.851752022,0.699,0.848213473,36047049400,Kensington-Ocean Parkway,,,36047041500,32811,36047046800,N/A,,,,,
1.418740849,1.099,2.059414739,36047049500,East Williamsburg,,,36047041600,30626,36047047000,N/A,,,,,
1.245125348,0.578,0.778864591,36047049600,Kensington-Ocean Parkway,,,36047041700,26575,36047047200,N/A,,,,,
1.577777778,0.987,0.925477542,36047049700,East Williamsburg,,,36047041800,31653,36047047400,N/A,,,,,
1.038135593,0.950,1.096033663,36047049800,Kensington-Ocean Parkway,,,36047041900,22803,36047047600,330,,,,,
1.533532042,1.534,1.186870193,36047049900,Greenpoint,,,36047042000,22637,36047047700,13.33,,,,,
1.222222222,0.914,1.282959897,36047050000,Windsor Terrace,,,36047042100,34519,36047047800,N/A,,,,,
1.471780029,1.149,1.359058302,36047050100,East Williamsburg,,,36047042200,31102,36047048000,450,,,,,
1.6265625,0.808,0.646000051,36047050202,Windsor Terrace,,,36047042300,34436,36047048100,0.76,,,,,
1.719653179,1.163,2.481355932,36047050300,East Williamsburg,,,36047042400,25929,36047048200,-42.22,,,,,
0.975576662,0.448,1.233312907,36047050400,Windsor Terrace,,,36047042500,34529,36047048400,14.36,,,,,
1.147982063,1.702,-0.020090186,36047050500,East Williamsburg,,,36047042600,31295,36047048500,71.33,,,,,
1.123741007,1.689,0.799443002,36047050600,Flatbush,,,36047042700,39422,36047048600,-48.7,,,,,
1.901376147,1.324,0.8385308,36047050700,Bedford,,,36047042800,45100,36047048800,-26.73,,,,,
0.795744681,0.904,1.014147431,36047050801,Flatbush,,,36047042900,30629,36047048900,-19.93,,,,,
0.723404255,2.155,1.100852155,36047050803,Flatbush,,,36047043000,21408,36047049000,-38.97,,,,,
0.672340426,1.903,1.168693638,36047050804,Flatbush,,,36047043100,33328,36047049100,7.8,,,,,
0.868460389,0.536,0.756645977,36047050900,Williamsburg,,,36047043200,28310,36047049200,-48.49,,,,,
0.837004405,2.455,0.714034013,36047051001,Flatbush,,,36047043300,18117,36047049300,9.51,,,,,
0.81938326,2.310,1.004021756,36047051002,Flatbush,,,36047043400,23930,36047049400,-40.33,,,,,
1.082802548,2.250,-0.200430051,36047051100,East Williamsburg,,,36047043500,29730,36047049500,-73.64,,,,,
0.816901408,1.693,0.226364926,36047051200,Flatbush,,,36047043600,24553,36047049600,-11.43,,,,,
1.873323398,2.077,0.269065139,36047051300,North Side-South Side,,,36047043700,27485,36047049700,N/A,,,,,
0.897902098,0.962,0.537656841,36047051400,Flatbush,,,36047043800,33311,36047049800,115.56,,,,,
2.975806452,3.013,2.454013793,36047051500,North Side-South Side,,,36047043900,30467,36047049900,N/A,,,,,
0.893118594,2.080,0.869118082,36047051601,Flatbush,,,36047044000,29399,36047050000,-22.31,,,,,
0.887262079,2.018,1.151598106,36047051602,Flatbush,,,36047044100,26131,36047050100,700,,,,,
1.932160804,0.518,1.675390104,36047051700,North Side-South Side,,,36047044200,43939,36047050202,-56.52,,,,,
0.855033557,0.340,0.616575995,36047051800,Flatbush,,,36047044300,46593,36047050300,-76.09,,,,,
2.278975741,0.879,1.990832675,36047051900,North Side-South Side,,,36047044400,20819,36047050400,-18.74,,,,,
0.80055788,0.619,0.72248712,36047052000,Flatbush,,,36047044500,34362,36047050500,17.44,,,,,
1.472505092,3.527,0.598927729,36047052300,North Side-South Side,,,36047044600,25899,36047050600,-31.23,,,,,
1.096354167,2.524,1.078971929,36047052500,North Side-South Side,,,36047044700,31186,36047050700,424.32,,,,,
1.082981716,0.965,0.926278572,36047052600,Flatbush,,,36047044800,38302,36047050801,-9.23,,,,,
1.299227799,4.231,0.763271232,36047052700,North Side-South Side,,,36047044901,23401,36047050803,-33.15,,,,,
0.786179922,0.377,0.579068574,36047052800,Flatbush,,,36047044902,N/A,36047050804,-41.9,,,,,
0.878623188,1.863,0.630310287,36047052900,Williamsburg,,,36047045000,23550,36047050900,N/A,,,,,
0.907624633,0.345,0.426356375,36047053000,Midwood,,,36047045200,31248,36047051001,-5.97,,,,,
1.562691131,2.742,0.279138462,36047053100,Bedford,,,36047045300,25471,36047051002,-22.94,,,,,
0.661784288,0.315,0.712328767,36047053200,Midwood,,,36047045400,32679,36047051100,-10.09,,,,,
0.994671403,0.885,0.686836364,36047053300,Williamsburg,,,36047045600,33183,36047051200,-31.97,,,,,
0.836611195,0.352,-0.007955649,36047053400,Midwood,,,36047045800,51158,36047051300,-36.47,,,,,
0.760904685,-0.076,0.069926848,36047053500,Williamsburg,,,36047046000,37165,36047051400,-22.85,,,,,
1.210708117,-0.430,0.760542437,36047053700,Williamsburg,,,36047046201,33620,36047051500,N/A,,,,,
0.854951185,0.293,0.012268217,36047053800,Midwood,,,36047046202,42946,36047051601,-18.28,,,,,
0.932075472,1.633,0.261044755,36047053900,Williamsburg,,,36047046400,17759,36047051602,-4.12,,,,,
0.979591837,0.358,0.557190476,36047054200,Midwood,,,36047046800,16296,36047051700,509.52,,,,,
0.763948498,0.047,0.160415304,36047054400,Midwood,,,36047047000,32282,36047051800,-32.22,,,,,
0.42394822,-0.023,0.525153752,36047054500,Williamsburg,,,36047047200,20476,36047051900,523.08,,,,,
0.738888889,0.303,0.453188467,36047054600,Midwood,,,36047047400,19627,36047052000,-33.92,,,,,
1.347471452,2.086,1.183998072,36047054700,North Side-South Side,,,36047047600,23162,36047052300,-15.41,,,,,
0.712550607,0.202,0.369098712,36047054800,Madison,,,36047047700,82901,36047052500,51.81,,,,,
2.254794521,0.405,2.351947425,36047054900,North Side-South Side,,,36047047800,20234,36047052600,-17.15,,,,,
0.708160443,0.305,0.665141202,36047055000,Madison,,,36047048000,19262,36047052700,60.37,,,,,
1.215,1.408,1.881168807,36047055100,North Side-South Side,,,36047048100,42960,36047052800,-45.41,,,,,
0.708215297,0.244,0.257033871,36047055200,Madison,,,36047048200,30402,36047052900,183.33,,,,,
2.258215962,1.012,1.978863835,36047055300,North Side-South Side,,,36047048400,22295,36047053000,-16.57,,,,,
0.828016644,0.300,0.461125424,36047055400,Homecrest,,,36047048500,49448,36047053100,34.78,,,,,
1.100273473,0.195,2.242070708,36047055500,North Side-South Side,,,36047048600,16301,36047053200,17.28,,,,,
0.787837838,0.294,0.758860851,36047055600,Homecrest,,,36047048800,34137,36047053300,-13.39,,,,,
2.075780089,0.568,1.475469847,36047055700,North Side-South Side,,,36047048900,15756,36047053400,-38.68,,,,,
