Geography Type Description,Geography Name,Sits in State,GeoID,Formatted GeoID,Percent Black or African American Population,Data Time Period,Geographic Vintage,Data Source,Selected Location
Census Tract,36047014100,NY,36047014100,36047014100,6.42,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047014200,NY,36047014200,36047014200,0.12,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047014300,NY,36047014300,36047014300,5.23,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047014400,NY,36047014400,36047014400,0.88,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047014500,NY,36047014500,36047014500,7.4,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047014600,NY,36047014600,36047014600,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047014700,NY,36047014700,36047014700,6.02,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047014800,NY,36047014800,36047014800,1.17,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047014900,NY,36047014900,36047014900,9.15,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047015000,NY,36047015000,36047015000,0.96,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047015100,NY,36047015100,36047015100,5.5,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047015300,NY,36047015300,36047015300,5.18,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047015400,NY,36047015400,36047015400,N/A,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047015500,NY,36047015500,36047015500,9.21,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047015600,NY,36047015600,36047015600,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047015700,NY,36047015700,36047015700,7.89,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047015800,NY,36047015800,36047015800,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047015900,NY,36047015900,36047015900,12.51,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047016000,NY,36047016000,36047016000,2.93,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047016100,NY,36047016100,36047016100,27.88,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047016200,NY,36047016200,36047016200,0.87,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047016300,NY,36047016300,36047016300,40.09,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047016400,NY,36047016400,36047016400,43.72,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047016500,NY,36047016500,36047016500,4.6,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047016700,NY,36047016700,36047016700,4.92,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047016800,NY,36047016800,36047016800,1.07,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047016900,NY,36047016900,36047016900,4.52,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047017000,NY,36047017000,36047017000,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047017100,NY,36047017100,36047017100,5.26,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047017200,NY,36047017200,36047017200,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047017300,NY,36047017300,36047017300,0.61,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047017400,NY,36047017400,36047017400,0.69,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047017500,NY,36047017500,36047017500,N/A,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047017600,NY,36047017600,36047017600,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047017700,NY,36047017700,36047017700,N/A,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047017800,NY,36047017800,36047017800,1.76,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047017900,NY,36047017900,36047017900,71.24,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047018000,NY,36047018000,36047018000,1.01,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047018100,NY,36047018100,36047018100,56.48,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047018200,NY,36047018200,36047018200,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047018300,NY,36047018300,36047018300,45.07,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047018400,NY,36047018400,36047018400,0.19,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047018501,NY,36047018501,36047018501,66.93,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047018502,NY,36047018502,36047018502,27.3,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047018600,NY,36047018600,36047018600,0.44,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047018700,NY,36047018700,36047018700,42.89,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047018800,NY,36047018800,36047018800,0.39,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047018900,NY,36047018900,36047018900,33.96,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047019000,NY,36047019000,36047019000,0.41,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047019100,NY,36047019100,36047019100,35.53,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047019200,NY,36047019200,36047019200,1.13,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047019300,NY,36047019300,36047019300,52.22,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047019400,NY,36047019400,36047019400,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047019500,NY,36047019500,36047019500,53.95,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047019600,NY,36047019600,36047019600,0.63,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047019700,NY,36047019700,36047019700,62.98,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047019800,NY,36047019800,36047019800,1.35,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047019900,NY,36047019900,36047019900,69.59,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047020000,NY,36047020000,36047020000,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047020100,NY,36047020100,36047020100,68.37,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047020200,NY,36047020200,36047020200,0.16,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047020300,NY,36047020300,36047020300,61.13,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047020400,NY,36047020400,36047020400,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047020500,NY,36047020500,36047020500,62.15,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047020600,NY,36047020600,36047020600,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047020700,NY,36047020700,36047020700,51.68,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047020800,NY,36047020800,36047020800,0.5,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047021000,NY,36047021000,36047021000,0.33,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047021200,NY,36047021200,36047021200,0.96,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047021300,NY,36047021300,36047021300,89.51,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047021400,NY,36047021400,36047021400,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047021500,NY,36047021500,36047021500,68.79,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047021600,NY,36047021600,36047021600,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047021700,NY,36047021700,36047021700,73.95,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047021800,NY,36047021800,36047021800,3.59,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047021900,NY,36047021900,36047021900,91.23,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047022000,NY,36047022000,36047022000,1.33,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047022100,NY,36047022100,36047022100,85.67,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047022200,NY,36047022200,36047022200,0.72,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047022300,NY,36047022300,36047022300,79.73,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047022400,NY,36047022400,36047022400,0.55,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047022500,NY,36047022500,36047022500,76.4,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047022600,NY,36047022600,36047022600,4.26,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047022700,NY,36047022700,36047022700,84.35,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047022800,NY,36047022800,36047022800,3.58,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047022900,NY,36047022900,36047022900,83.29,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047023000,NY,36047023000,36047023000,1.18,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047023100,NY,36047023100,36047023100,76.75,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047023200,NY,36047023200,36047023200,0.46,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047023300,NY,36047023300,36047023300,77.11,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047023400,NY,36047023400,36047023400,1.04,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047023500,NY,36047023500,36047023500,30.67,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047023600,NY,36047023600,36047023600,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047023700,NY,36047023700,36047023700,13.53,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047023800,NY,36047023800,36047023800,0.21,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047023900,NY,36047023900,36047023900,26.16,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047024000,NY,36047024000,36047024000,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047024100,NY,36047024100,36047024100,66.2,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047024200,NY,36047024200,36047024200,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047024300,NY,36047024300,36047024300,84.29,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047024400,NY,36047024400,36047024400,0.23,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047024500,NY,36047024500,36047024500,83.38,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047024600,NY,36047024600,36047024600,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047024700,NY,36047024700,36047024700,83.72,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047024800,NY,36047024800,36047024800,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047024900,NY,36047024900,36047024900,92.55,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047025000,NY,36047025000,36047025000,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047025100,NY,36047025100,36047025100,82.1,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047025200,NY,36047025200,36047025200,0.06,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047025300,NY,36047025300,36047025300,84.36,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047025400,NY,36047025400,36047025400,1.07,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047025500,NY,36047025500,36047025500,59.98,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047025600,NY,36047025600,36047025600,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047025700,NY,36047025700,36047025700,34.08,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047025800,NY,36047025800,36047025800,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047025901,NY,36047025901,36047025901,45.48,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047025902,NY,36047025902,36047025902,64.78,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047026000,NY,36047026000,36047026000,1.1,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047026100,NY,36047026100,36047026100,71.41,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047026200,NY,36047026200,36047026200,2.16,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047026300,NY,36047026300,36047026300,87.55,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047026400,NY,36047026400,36047026400,0.38,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047026500,NY,36047026500,36047026500,90.61,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047026600,NY,36047026600,36047026600,0.65,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047026700,NY,36047026700,36047026700,88.22,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047026800,NY,36047026800,36047026800,0.37,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047026900,NY,36047026900,36047026900,91.6,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047027000,NY,36047027000,36047027000,0.42,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047027101,NY,36047027101,36047027101,87.82,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047027102,NY,36047027102,36047027102,94.63,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047027200,NY,36047027200,36047027200,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047027300,NY,36047027300,36047027300,89.25,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047027400,NY,36047027400,36047027400,1.62,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047027500,NY,36047027500,36047027500,92.76,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047027600,NY,36047027600,36047027600,0.54,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047027700,NY,36047027700,36047027700,88.59,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047027800,NY,36047027800,36047027800,0.99,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047027900,NY,36047027900,36047027900,91.88,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047028000,NY,36047028000,36047028000,1,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047028100,NY,36047028100,36047028100,67.51,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047028200,NY,36047028200,36047028200,0.59,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047028300,NY,36047028300,36047028300,61.53,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047028400,NY,36047028400,36047028400,0.41,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047028501,NY,36047028501,36047028501,31.05,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047028502,NY,36047028502,36047028502,64.21,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047028600,NY,36047028600,36047028600,1.44,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047028700,NY,36047028700,36047028700,56.22,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047028800,NY,36047028800,36047028800,0.74,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047028900,NY,36047028900,36047028900,66.16,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047029000,NY,36047029000,36047029000,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047029100,NY,36047029100,36047029100,92.96,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047029200,NY,36047029200,36047029200,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047029300,NY,36047029300,36047029300,85.74,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047029400,NY,36047029400,36047029400,1.19,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047029500,NY,36047029500,36047029500,96.23,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047029600,NY,36047029600,36047029600,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047029700,NY,36047029700,36047029700,94.16,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047029800,NY,36047029800,36047029800,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047029900,NY,36047029900,36047029900,83,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047030000,NY,36047030000,36047030000,0.17,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047030100,NY,36047030100,36047030100,91.29,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047030200,NY,36047030200,36047030200,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047030300,NY,36047030300,36047030300,87.68,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047030400,NY,36047030400,36047030400,0.86,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047030600,NY,36047030600,36047030600,1.11,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047030700,NY,36047030700,36047030700,91.62,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047030800,NY,36047030800,36047030800,1.61,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047030900,NY,36047030900,36047030900,85.82,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047031100,NY,36047031100,36047031100,92.31,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047031300,NY,36047031300,36047031300,91.87,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047031400,NY,36047031400,36047031400,0.87,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047031500,NY,36047031500,36047031500,89.65,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047031701,NY,36047031701,36047031701,92.76,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047031702,NY,36047031702,36047031702,88.86,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047031900,NY,36047031900,36047031900,75.39,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047032000,NY,36047032000,36047032000,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047032100,NY,36047032100,36047032100,83.3,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047032300,NY,36047032300,36047032300,89.95,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047032500,NY,36047032500,36047032500,93.99,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047032600,NY,36047032600,36047032600,47.52,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047032700,NY,36047032700,36047032700,87.87,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047032800,NY,36047032800,36047032800,44.78,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047032900,NY,36047032900,36047032900,74.56,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047033000,NY,36047033000,36047033000,65.24,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047033100,NY,36047033100,36047033100,42.71,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047033300,NY,36047033300,36047033300,39.5,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047033500,NY,36047033500,36047033500,54.52,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047033600,NY,36047033600,36047033600,7.05,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047033700,NY,36047033700,36047033700,62.94,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047033900,NY,36047033900,36047033900,94.73,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047034000,NY,36047034000,36047034000,42.07,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047034100,NY,36047034100,36047034100,88,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047034200,NY,36047034200,36047034200,53.88,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047034300,NY,36047034300,36047034300,91.31,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047034500,NY,36047034500,36047034500,88.27,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047034700,NY,36047034700,36047034700,92.25,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047034801,NY,36047034801,36047034801,1.89,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047034802,NY,36047034802,36047034802,20.5,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047034900,NY,36047034900,36047034900,86.9,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047035000,NY,36047035000,36047035000,2.07,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047035100,NY,36047035100,36047035100,75.59,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047035200,NY,36047035200,36047035200,17.12,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047035300,NY,36047035300,36047035300,77.56,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047035400,NY,36047035400,36047035400,5.39,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047035500,NY,36047035500,36047035500,78.22,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047035600,NY,36047035600,36047035600,3.41,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047035700,NY,36047035700,36047035700,88.82,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047035900,NY,36047035900,36047035900,86.92,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047036001,NY,36047036001,36047036001,0.32,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047036002,NY,36047036002,36047036002,0.83,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047036100,NY,36047036100,36047036100,74.77,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047036200,NY,36047036200,36047036200,2.91,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047036300,NY,36047036300,36047036300,85.28,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047036400,NY,36047036400,36047036400,2.4,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047036501,NY,36047036501,36047036501,82.83,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047036502,NY,36047036502,36047036502,56.33,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047036600,NY,36047036600,36047036600,1.68,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047036700,NY,36047036700,36047036700,49.42,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047036900,NY,36047036900,36047036900,75.65,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047037000,NY,36047037000,36047037000,0.44,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047037100,NY,36047037100,36047037100,89.83,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047037300,NY,36047037300,36047037300,87.74,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047037400,NY,36047037400,36047037400,1.12,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047037500,NY,36047037500,36047037500,80.59,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047037700,NY,36047037700,36047037700,95.87,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047037900,NY,36047037900,36047037900,89.97,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047038100,NY,36047038100,36047038100,93.22,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047038200,NY,36047038200,36047038200,44.12,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047038300,NY,36047038300,36047038300,93.3,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047038500,NY,36047038500,36047038500,92.45,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047038600,NY,36047038600,36047038600,1.72,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047038700,NY,36047038700,36047038700,88.8,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047038800,NY,36047038800,36047038800,0.58,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047038900,NY,36047038900,36047038900,12.03,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047039000,NY,36047039000,36047039000,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047039100,NY,36047039100,36047039100,16.65,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047039200,NY,36047039200,36047039200,0.79,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047039300,NY,36047039300,36047039300,35.12,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047039400,NY,36047039400,36047039400,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047039500,NY,36047039500,36047039500,37.8,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047039600,NY,36047039600,36047039600,0.87,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047039700,NY,36047039700,36047039700,70.81,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047039800,NY,36047039800,36047039800,0.73,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047039900,NY,36047039900,36047039900,63.15,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047040000,NY,36047040000,36047040000,0.87,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047040100,NY,36047040100,36047040100,68.42,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047040200,NY,36047040200,36047040200,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047040300,NY,36047040300,36047040300,76.02,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047040400,NY,36047040400,36047040400,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047040500,NY,36047040500,36047040500,65.06,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047040600,NY,36047040600,36047040600,0.54,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047040700,NY,36047040700,36047040700,N/A,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047040800,NY,36047040800,36047040800,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047040900,NY,36047040900,36047040900,27.84,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047041000,NY,36047041000,36047041000,1.85,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047041100,NY,36047041100,36047041100,59.68,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047041200,NY,36047041200,36047041200,0.41,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047041300,NY,36047041300,36047041300,51.96,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047041401,NY,36047041401,36047041401,0.51,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047041402,NY,36047041402,36047041402,0.42,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047041500,NY,36047041500,36047041500,54.29,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047041600,NY,36047041600,36047041600,0.27,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047041700,NY,36047041700,36047041700,38.6,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047041800,NY,36047041800,36047041800,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047041900,NY,36047041900,36047041900,27,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047042000,NY,36047042000,36047042000,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047042100,NY,36047042100,36047042100,24.34,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047042200,NY,36047042200,36047042200,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047042300,NY,36047042300,36047042300,8.02,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047042400,NY,36047042400,36047042400,1.29,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047042500,NY,36047042500,36047042500,6.05,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047042600,NY,36047042600,36047042600,0.71,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047042700,NY,36047042700,36047042700,9.02,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047042800,NY,36047042800,36047042800,1.2,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047042900,NY,36047042900,36047042900,8.08,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047043000,NY,36047043000,36047043000,0.12,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047043100,NY,36047043100,36047043100,7.9,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047043200,NY,36047043200,36047043200,0.16,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047043300,NY,36047043300,36047043300,20.34,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047043400,NY,36047043400,36047043400,0.99,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047043500,NY,36047043500,36047043500,25.88,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047043600,NY,36047043600,36047043600,0.65,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047043700,NY,36047043700,36047043700,30.36,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047043800,NY,36047043800,36047043800,0.26,2000,2000,Census,"New York (City, 2020)"
Census Tract,36047043900,NY,36047043900,36047043900,14.6,2000,2000,Census,"New York (City, 2020)"
