Geography Type Description,Geography Name,Sits in State,GeoID,Formatted GeoID,Percent Black or African American Population,Data Time Period,Geographic Vintage,Data Source,Selected Location
Census Tract,36005007700,NY,36005007700,36005007700,23.92,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005007800,NY,36005007800,36005007800,21.31,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005007900,NY,36005007900,36005007900,25.99,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005008100,NY,36005008100,36005008100,N/A,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005008300,NY,36005008300,36005008300,23.84,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005008400,NY,36005008400,36005008400,34.56,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005008500,NY,36005008500,36005008500,31.1,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005008600,NY,36005008600,36005008600,45.08,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005008700,NY,36005008700,36005008700,24.31,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005008800,NY,36005008800,36005008800,40.71,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005008900,NY,36005008900,36005008900,17,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005009100,NY,36005009100,36005009100,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005009200,NY,36005009200,36005009200,14.33,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005009400,NY,36005009400,36005009400,26.21,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005009700,NY,36005009700,36005009700,14.13,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005009800,NY,36005009800,36005009800,35.07,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005009900,NY,36005009900,36005009900,32.42,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005010200,NY,36005010200,36005010200,13.33,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005010500,NY,36005010500,36005010500,60.57,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005011000,NY,36005011000,36005011000,10.24,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005011501,NY,36005011501,36005011501,34.21,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005011502,NY,36005011502,36005011502,36.02,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005011800,NY,36005011800,36005011800,1.91,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005011900,NY,36005011900,36005011900,30.82,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005012101,NY,36005012101,36005012101,27.87,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005012102,NY,36005012102,36005012102,20.65,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005012300,NY,36005012300,36005012300,30.55,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005012500,NY,36005012500,36005012500,34.76,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005012701,NY,36005012701,36005012701,32.32,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005012702,NY,36005012702,36005012702,9.21,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005012901,NY,36005012901,36005012901,27.33,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005012902,NY,36005012902,36005012902,28.08,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005013000,NY,36005013000,36005013000,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005013100,NY,36005013100,36005013100,42.17,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005013200,NY,36005013200,36005013200,5.09,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005013300,NY,36005013300,36005013300,51.99,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005013500,NY,36005013500,36005013500,62.51,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005013700,NY,36005013700,36005013700,60.68,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005013800,NY,36005013800,36005013800,2.14,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005013900,NY,36005013900,36005013900,56.11,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005014100,NY,36005014100,36005014100,36.8,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005014300,NY,36005014300,36005014300,61.07,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005014400,NY,36005014400,36005014400,43.28,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005014500,NY,36005014500,36005014500,58.82,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005014700,NY,36005014700,36005014700,55.45,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005014900,NY,36005014900,36005014900,51.01,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005015100,NY,36005015100,36005015100,62.26,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005015300,NY,36005015300,36005015300,57.87,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005015400,NY,36005015400,36005015400,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005015500,NY,36005015500,36005015500,32.26,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005015600,NY,36005015600,36005015600,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005015700,NY,36005015700,36005015700,46.3,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005015800,NY,36005015800,36005015800,1.03,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005016000,NY,36005016000,36005016000,0.4,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005016100,NY,36005016100,36005016100,44.19,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005016200,NY,36005016200,36005016200,2.14,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005016300,NY,36005016300,36005016300,56.76,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005016400,NY,36005016400,36005016400,1.01,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005016500,NY,36005016500,36005016500,57.62,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005016600,NY,36005016600,36005016600,3.28,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005016700,NY,36005016700,36005016700,48,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005016900,NY,36005016900,36005016900,54.54,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005017100,NY,36005017100,36005017100,N/A,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005017300,NY,36005017300,36005017300,50.87,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005017500,NY,36005017500,36005017500,47.31,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005017700,NY,36005017700,36005017700,53.45,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005017900,NY,36005017900,36005017900,35.68,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005018100,NY,36005018100,36005018100,49.71,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005018300,NY,36005018300,36005018300,50.07,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005018400,NY,36005018400,36005018400,0.32,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005018700,NY,36005018700,36005018700,N/A,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005018900,NY,36005018900,36005018900,40.85,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005019300,NY,36005019300,36005019300,48.57,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005019400,NY,36005019400,36005019400,7.12,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005019500,NY,36005019500,36005019500,33.21,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005019600,NY,36005019600,36005019600,4.51,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005019700,NY,36005019700,36005019700,26.99,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005019800,NY,36005019800,36005019800,7.45,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005019900,NY,36005019900,36005019900,37.53,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005020100,NY,36005020100,36005020100,48.21,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005020200,NY,36005020200,36005020200,9.71,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005020400,NY,36005020400,36005020400,12.21,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005020500,NY,36005020500,36005020500,49.19,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005020601,NY,36005020601,36005020601,12.54,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005020602,NY,36005020602,36005020602,16.5,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005020800,NY,36005020800,36005020800,15.5,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021000,NY,36005021000,36005021000,57.76,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021100,NY,36005021100,36005021100,41,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021200,NY,36005021200,36005021200,50.67,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021301,NY,36005021301,36005021301,37.08,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021302,NY,36005021302,36005021302,43.53,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021400,NY,36005021400,36005021400,20.03,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021501,NY,36005021501,36005021501,38.1,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021502,NY,36005021502,36005021502,39.3,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021601,NY,36005021601,36005021601,23.65,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021602,NY,36005021602,36005021602,50.37,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021701,NY,36005021701,36005021701,50.7,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021702,NY,36005021702,36005021702,26.29,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021800,NY,36005021800,36005021800,30.23,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005021900,NY,36005021900,36005021900,16.5,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005022000,NY,36005022000,36005022000,27.06,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005022100,NY,36005022100,36005022100,22.89,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005022300,NY,36005022300,36005022300,31.78,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005022401,NY,36005022401,36005022401,16.89,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005022402,NY,36005022402,36005022402,16.25,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005022500,NY,36005022500,36005022500,37.96,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005022701,NY,36005022701,36005022701,45.92,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005022702,NY,36005022702,36005022702,27.6,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005022703,NY,36005022703,36005022703,43.87,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005022800,NY,36005022800,36005022800,14.14,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005022901,NY,36005022901,36005022901,28.84,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005022902,NY,36005022902,36005022902,39.59,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005023000,NY,36005023000,36005023000,12.12,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005023100,NY,36005023100,36005023100,37.52,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005023200,NY,36005023200,36005023200,5.86,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005023301,NY,36005023301,36005023301,40.15,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005023302,NY,36005023302,36005023302,32.15,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005023400,NY,36005023400,36005023400,4.13,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005023501,NY,36005023501,36005023501,25.38,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005023502,NY,36005023502,36005023502,21.84,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005023600,NY,36005023600,36005023600,11.72,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005023701,NY,36005023701,36005023701,33.29,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005023702,NY,36005023702,36005023702,27.65,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005023900,NY,36005023900,36005023900,31.22,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005024000,NY,36005024000,36005024000,37.11,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005024100,NY,36005024100,36005024100,34.64,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005024200,NY,36005024200,36005024200,31.86,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005024300,NY,36005024300,36005024300,36.68,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005024400,NY,36005024400,36005024400,0.73,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005024500,NY,36005024500,36005024500,39.91,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005024600,NY,36005024600,36005024600,1.57,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005024700,NY,36005024700,36005024700,59.9,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005024800,NY,36005024800,36005024800,4.68,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005024900,NY,36005024900,36005024900,59.46,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005025000,NY,36005025000,36005025000,0.27,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005025100,NY,36005025100,36005025100,33.82,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005025200,NY,36005025200,36005025200,3.05,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005025300,NY,36005025300,36005025300,26.66,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005025400,NY,36005025400,36005025400,0.62,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005025500,NY,36005025500,36005025500,26.21,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005025600,NY,36005025600,36005025600,7.78,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005025700,NY,36005025700,36005025700,30.13,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005025800,NY,36005025800,36005025800,5,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005026100,NY,36005026100,36005026100,68.82,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005026300,NY,36005026300,36005026300,29.17,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005026400,NY,36005026400,36005026400,1.25,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005026500,NY,36005026500,36005026500,20.23,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005026601,NY,36005026601,36005026601,0.28,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005026602,NY,36005026602,36005026602,5.91,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005026700,NY,36005026700,36005026700,19.52,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005026900,NY,36005026900,36005026900,29.62,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005027101,NY,36005027101,36005027101,54.73,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005027102,NY,36005027102,36005027102,100,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005027300,NY,36005027300,36005027300,25.78,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005027400,NY,36005027400,36005027400,0.09,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005027600,NY,36005027600,36005027600,N/A,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005027700,NY,36005027700,36005027700,27.63,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005027900,NY,36005027900,36005027900,15.02,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005028100,NY,36005028100,36005028100,18.59,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005028300,NY,36005028300,36005028300,21.52,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005028400,NY,36005028400,36005028400,40.74,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005028500,NY,36005028500,36005028500,8.1,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005028600,NY,36005028600,36005028600,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005028700,NY,36005028700,36005028700,10.62,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005028800,NY,36005028800,36005028800,1.74,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005028900,NY,36005028900,36005028900,10.62,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005029300,NY,36005029300,36005029300,8.84,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005029500,NY,36005029500,36005029500,7.69,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005029600,NY,36005029600,36005029600,9.94,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005029700,NY,36005029700,36005029700,5.41,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005030000,NY,36005030000,36005030000,3.05,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005030100,NY,36005030100,36005030100,5.54,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005030200,NY,36005030200,36005030200,63.56,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005030700,NY,36005030700,36005030700,3.75,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005031000,NY,36005031000,36005031000,14.59,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005031200,NY,36005031200,36005031200,10.15,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005031400,NY,36005031400,36005031400,7.39,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005031600,NY,36005031600,36005031600,12.56,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005031700,NY,36005031700,36005031700,1.65,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005031800,NY,36005031800,36005031800,12.68,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005031900,NY,36005031900,36005031900,N/A,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005032000,NY,36005032000,36005032000,6.57,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005032200,NY,36005032200,36005032200,5.89,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005032300,NY,36005032300,36005032300,14.32,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005032400,NY,36005032400,36005032400,32.09,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005032800,NY,36005032800,36005032800,19.86,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005032900,NY,36005032900,36005032900,10.51,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005033000,NY,36005033000,36005033000,19.39,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005033200,NY,36005033200,36005033200,24.71,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005033300,NY,36005033300,36005033300,8.57,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005033400,NY,36005033400,36005033400,37.95,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005033600,NY,36005033600,36005033600,48.57,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005033800,NY,36005033800,36005033800,49.86,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005033900,NY,36005033900,36005033900,0,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005034000,NY,36005034000,36005034000,37.65,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005034100,NY,36005034100,36005034100,3.3,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005034200,NY,36005034200,36005034200,55.99,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005034300,NY,36005034300,36005034300,10.63,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005034400,NY,36005034400,36005034400,50.36,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005034500,NY,36005034500,36005034500,11.35,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005034600,NY,36005034600,36005034600,56.88,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005035000,NY,36005035000,36005035000,63.92,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005035100,NY,36005035100,36005035100,12.55,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005035200,NY,36005035200,36005035200,34.84,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005035400,NY,36005035400,36005035400,41.11,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005035600,NY,36005035600,36005035600,76.08,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005035800,NY,36005035800,36005035800,85.62,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005035900,NY,36005035900,36005035900,10.06,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005036100,NY,36005036100,36005036100,35.32,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005036300,NY,36005036300,36005036300,26.85,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005036400,NY,36005036400,36005036400,96.37,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005036501,NY,36005036501,36005036501,49.2,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005036502,NY,36005036502,36005036502,39.64,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005036600,NY,36005036600,36005036600,63.74,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005036700,NY,36005036700,36005036700,37.53,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005036800,NY,36005036800,36005036800,79.03,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005036901,NY,36005036901,36005036901,29.4,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005036902,NY,36005036902,36005036902,48.12,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005037000,NY,36005037000,36005037000,75.71,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005037100,NY,36005037100,36005037100,43.74,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005037200,NY,36005037200,36005037200,60.13,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005037300,NY,36005037300,36005037300,40.34,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005037400,NY,36005037400,36005037400,57.77,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005037501,NY,36005037501,36005037501,26.77,2000,2000,Census,"New York (City, 2020)"
Census Tract,36005037502,NY,36005037502,36005037502,29.32,2000,2000,Census,"New York (City, 2020)"
