Geography Type Description,Geography Name,Sits in State,GeoID,Formatted GeoID,"Employment in Management, Business, Science, and Arts Occupations",Data Time Period,Geographic Vintage,Data Source,Selected Location
GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,cocc_manbussciart,TimeFrame,GeoVintage,Source,Location
Census Tract,36047012902,NY,36047012902,36047012902,1492,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047013000,NY,36047013000,36047013000,999,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047013100,NY,36047013100,36047013100,1690,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047013200,NY,36047013200,36047013200,426,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047013300,NY,36047013300,36047013300,2277,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047013400,NY,36047013400,36047013400,1176,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047013500,NY,36047013500,36047013500,1641,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047013600,NY,36047013600,36047013600,1321,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047013700,NY,36047013700,36047013700,1480,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047013800,NY,36047013800,36047013800,746,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047013900,NY,36047013900,36047013900,1679,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047014000,NY,36047014000,36047014000,386,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047014101,NY,36047014101,36047014101,368,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047014102,NY,36047014102,36047014102,777,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047014200,NY,36047014200,36047014200,610,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047014300,NY,36047014300,36047014300,1461,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047014500,NY,36047014500,36047014500,1783,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047014700,NY,36047014700,36047014700,977,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047014800,NY,36047014800,36047014800,303,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047014901,NY,36047014901,36047014901,740,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047014902,NY,36047014902,36047014902,2150,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047015000,NY,36047015000,36047015000,288,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047015100,NY,36047015100,36047015100,2117,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047015200,NY,36047015200,36047015200,664,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047015300,NY,36047015300,36047015300,1190,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047015400,NY,36047015400,36047015400,0,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047015500,NY,36047015500,36047015500,1911,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047015700,NY,36047015700,36047015700,2565,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047015900,NY,36047015900,36047015900,2621,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047016000,NY,36047016000,36047016000,1030,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047016100,NY,36047016100,36047016100,1792,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047016200,NY,36047016200,36047016200,531,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047016300,NY,36047016300,36047016300,1553,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047016400,NY,36047016400,36047016400,234,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047016500,NY,36047016500,36047016500,2937,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047016600,NY,36047016600,36047016600,509,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047016700,NY,36047016700,36047016700,2624,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047016800,NY,36047016800,36047016800,495,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047016900,NY,36047016900,36047016900,1962,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047017000,NY,36047017000,36047017000,629,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047017100,NY,36047017100,36047017100,1688,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047017200,NY,36047017200,36047017200,636,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047017400,NY,36047017400,36047017400,561,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047017500,NY,36047017500,36047017500,0,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047017600,NY,36047017600,36047017600,492,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047017700,NY,36047017700,36047017700,0,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047017800,NY,36047017800,36047017800,343,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047017900,NY,36047017900,36047017900,1205,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047018000,NY,36047018000,36047018000,590,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047018100,NY,36047018100,36047018100,1666,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047018200,NY,36047018200,36047018200,490,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047018300,NY,36047018300,36047018300,1459,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047018400,NY,36047018400,36047018400,482,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047018501,NY,36047018501,36047018501,632,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047018600,NY,36047018600,36047018600,494,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047018700,NY,36047018700,36047018700,535,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047018800,NY,36047018800,36047018800,662,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047019000,NY,36047019000,36047019000,747,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047019100,NY,36047019100,36047019100,1356,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047019200,NY,36047019200,36047019200,280,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047019300,NY,36047019300,36047019300,1557,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047019400,NY,36047019400,36047019400,340,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047019500,NY,36047019500,36047019500,1513,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047019600,NY,36047019600,36047019600,358,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047019700,NY,36047019700,36047019700,1789,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047019800,NY,36047019800,36047019800,369,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047019900,NY,36047019900,36047019900,1788,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047020000,NY,36047020000,36047020000,381,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047020100,NY,36047020100,36047020100,2081,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047020200,NY,36047020200,36047020200,513,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047020300,NY,36047020300,36047020300,934,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047020400,NY,36047020400,36047020400,476,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047020500,NY,36047020500,36047020500,1869,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047020600,NY,36047020600,36047020600,672,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047020700,NY,36047020700,36047020700,2347,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047020800,NY,36047020800,36047020800,512,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047021000,NY,36047021000,36047021000,393,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047021100,NY,36047021100,36047021100,917,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047021200,NY,36047021200,36047021200,672,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047021300,NY,36047021300,36047021300,1447,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047021400,NY,36047021400,36047021400,248,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047021500,NY,36047021500,36047021500,2598,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047021600,NY,36047021600,36047021600,546,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047021700,NY,36047021700,36047021700,1237,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047021800,NY,36047021800,36047021800,352,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047021900,NY,36047021900,36047021900,1436,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047022000,NY,36047022000,36047022000,658,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047022100,NY,36047022100,36047022100,1300,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047022200,NY,36047022200,36047022200,354,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047022400,NY,36047022400,36047022400,588,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047022600,NY,36047022600,36047022600,200,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047022700,NY,36047022700,36047022700,1831,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047022800,NY,36047022800,36047022800,454,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047022900,NY,36047022900,36047022900,1941,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047023000,NY,36047023000,36047023000,449,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047023100,NY,36047023100,36047023100,1564,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047023200,NY,36047023200,36047023200,626,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047023300,NY,36047023300,36047023300,1534,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047023400,NY,36047023400,36047023400,671,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047023500,NY,36047023500,36047023500,978,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047023600,NY,36047023600,36047023600,714,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047023800,NY,36047023800,36047023800,501,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047024000,NY,36047024000,36047024000,626,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047024100,NY,36047024100,36047024100,904,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047024200,NY,36047024200,36047024200,284,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047024300,NY,36047024300,36047024300,1549,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047024400,NY,36047024400,36047024400,528,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047024500,NY,36047024500,36047024500,1517,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047024600,NY,36047024600,36047024600,464,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047024700,NY,36047024700,36047024700,1045,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047024800,NY,36047024800,36047024800,335,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047024900,NY,36047024900,36047024900,1576,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047025000,NY,36047025000,36047025000,187,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047025100,NY,36047025100,36047025100,796,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047025200,NY,36047025200,36047025200,706,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047025300,NY,36047025300,36047025300,866,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047025400,NY,36047025400,36047025400,457,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047025500,NY,36047025500,36047025500,333,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047025600,NY,36047025600,36047025600,398,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047025700,NY,36047025700,36047025700,592,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047025800,NY,36047025800,36047025800,546,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047025901,NY,36047025901,36047025901,547,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047025902,NY,36047025902,36047025902,77,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047026000,NY,36047026000,36047026000,521,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047026100,NY,36047026100,36047026100,2041,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047026200,NY,36047026200,36047026200,405,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047026300,NY,36047026300,36047026300,446,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047026400,NY,36047026400,36047026400,429,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047026500,NY,36047026500,36047026500,1459,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047026600,NY,36047026600,36047026600,450,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047026700,NY,36047026700,36047026700,1803,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047026800,NY,36047026800,36047026800,453,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047026900,NY,36047026900,36047026900,995,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047027000,NY,36047027000,36047027000,384,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047027100,NY,36047027100,36047027100,804,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047027200,NY,36047027200,36047027200,650,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047027300,NY,36047027300,36047027300,1024,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047027400,NY,36047027400,36047027400,422,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047027500,NY,36047027500,36047027500,1356,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047027600,NY,36047027600,36047027600,407,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047027700,NY,36047027700,36047027700,863,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047027800,NY,36047027800,36047027800,572,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047027900,NY,36047027900,36047027900,934,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047028000,NY,36047028000,36047028000,427,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047028100,NY,36047028100,36047028100,729,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047028200,NY,36047028200,36047028200,542,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047028300,NY,36047028300,36047028300,571,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047028400,NY,36047028400,36047028400,492,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047028501,NY,36047028501,36047028501,149,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047028502,NY,36047028502,36047028502,158,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047028600,NY,36047028600,36047028600,571,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047028700,NY,36047028700,36047028700,713,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047028800,NY,36047028800,36047028800,456,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047028900,NY,36047028900,36047028900,790,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047029000,NY,36047029000,36047029000,495,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047029100,NY,36047029100,36047029100,956,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047029200,NY,36047029200,36047029200,344,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047029300,NY,36047029300,36047029300,676,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047029400,NY,36047029400,36047029400,387,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047029500,NY,36047029500,36047029500,1437,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047029600,NY,36047029600,36047029600,544,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047029700,NY,36047029700,36047029700,1381,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047029800,NY,36047029800,36047029800,557,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047029900,NY,36047029900,36047029900,323,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047030000,NY,36047030000,36047030000,598,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047030100,NY,36047030100,36047030100,580,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047030200,NY,36047030200,36047030200,863,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047030300,NY,36047030300,36047030300,547,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047030400,NY,36047030400,36047030400,442,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047030500,NY,36047030500,36047030500,3531,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047030600,NY,36047030600,36047030600,249,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047030700,NY,36047030700,36047030700,845,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047030800,NY,36047030800,36047030800,251,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047030900,NY,36047030900,36047030900,427,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047031100,NY,36047031100,36047031100,743,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047031300,NY,36047031300,36047031300,1943,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047031401,NY,36047031401,36047031401,1088,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047031402,NY,36047031402,36047031402,0,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047031500,NY,36047031500,36047031500,2349,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047031701,NY,36047031701,36047031701,1386,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047031702,NY,36047031702,36047031702,1486,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047031900,NY,36047031900,36047031900,915,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047032100,NY,36047032100,36047032100,1294,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047032300,NY,36047032300,36047032300,1066,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047032500,NY,36047032500,36047032500,1436,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047032600,NY,36047032600,36047032600,679,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047032700,NY,36047032700,36047032700,796,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047032800,NY,36047032800,36047032800,194,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047032900,NY,36047032900,36047032900,1826,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047033000,NY,36047033000,36047033000,275,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047033100,NY,36047033100,36047033100,907,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047033300,NY,36047033300,36047033300,555,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047033500,NY,36047033500,36047033500,759,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047033600,NY,36047033600,36047033600,1200,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047033701,NY,36047033701,36047033701,517,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047033702,NY,36047033702,36047033702,261,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047033900,NY,36047033900,36047033900,911,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047034000,NY,36047034000,36047034000,42,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047034100,NY,36047034100,36047034100,822,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047034200,NY,36047034200,36047034200,167,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047034300,NY,36047034300,36047034300,797,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047034500,NY,36047034500,36047034500,741,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047034700,NY,36047034700,36047034700,649,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047034800,NY,36047034800,36047034800,352,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047034901,NY,36047034901,36047034901,432,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047034902,NY,36047034902,36047034902,734,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047035000,NY,36047035000,36047035000,514,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047035101,NY,36047035101,36047035101,408,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047035102,NY,36047035102,36047035102,534,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047035200,NY,36047035200,36047035200,5,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047035301,NY,36047035301,36047035301,549,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047035302,NY,36047035302,36047035302,567,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047035400,NY,36047035400,36047035400,1355,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047035500,NY,36047035500,36047035500,866,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047035601,NY,36047035601,36047035601,289,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047035602,NY,36047035602,36047035602,859,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047035701,NY,36047035701,36047035701,270,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047035702,NY,36047035702,36047035702,0,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047035900,NY,36047035900,36047035900,886,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047036001,NY,36047036001,36047036001,455,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047036002,NY,36047036002,36047036002,322,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047036100,NY,36047036100,36047036100,226,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047036200,NY,36047036200,36047036200,438,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047036300,NY,36047036300,36047036300,463,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047036400,NY,36047036400,36047036400,303,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047036501,NY,36047036501,36047036501,335,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047036502,NY,36047036502,36047036502,224,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047036600,NY,36047036600,36047036600,362,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047036700,NY,36047036700,36047036700,295,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047036900,NY,36047036900,36047036900,794,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047037000,NY,36047037000,36047037000,801,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047037100,NY,36047037100,36047037100,926,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047037300,NY,36047037300,36047037300,981,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047037401,NY,36047037401,36047037401,802,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047037402,NY,36047037402,36047037402,772,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047037500,NY,36047037500,36047037500,718,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047037700,NY,36047037700,36047037700,1555,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047037900,NY,36047037900,36047037900,799,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047038100,NY,36047038100,36047038100,1351,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047038200,NY,36047038200,36047038200,422,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047038300,NY,36047038300,36047038300,1611,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047038500,NY,36047038500,36047038500,1239,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047038600,NY,36047038600,36047038600,664,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047038700,NY,36047038700,36047038700,850,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047038800,NY,36047038800,36047038800,931,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047038900,NY,36047038900,36047038900,700,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047039000,NY,36047039000,36047039000,380,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047039100,NY,36047039100,36047039100,1529,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047039200,NY,36047039200,36047039200,475,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047039300,NY,36047039300,36047039300,1380,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047039400,NY,36047039400,36047039400,273,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047039500,NY,36047039500,36047039500,971,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047039600,NY,36047039600,36047039600,461,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047039700,NY,36047039700,36047039700,626,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047039800,NY,36047039800,36047039800,428,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047039900,NY,36047039900,36047039900,798,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047040000,NY,36047040000,36047040000,401,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047040100,NY,36047040100,36047040100,965,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047040200,NY,36047040200,36047040200,492,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047040300,NY,36047040300,36047040300,839,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047040400,NY,36047040400,36047040400,551,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047040500,NY,36047040500,36047040500,467,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047040600,NY,36047040600,36047040600,649,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047040700,NY,36047040700,36047040700,0,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047040800,NY,36047040800,36047040800,896,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047040900,NY,36047040900,36047040900,540,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047041000,NY,36047041000,36047041000,239,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047041100,NY,36047041100,36047041100,525,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047041200,NY,36047041200,36047041200,694,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047041300,NY,36047041300,36047041300,712,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047041401,NY,36047041401,36047041401,284,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047041402,NY,36047041402,36047041402,211,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047041500,NY,36047041500,36047041500,708,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047041600,NY,36047041600,36047041600,309,2017-2021,2020,Census,"New York (City, 2020)"
Census Tract,36047041700,NY,36047041700,36047041700,542,2017-2021,2020,Census,"New York (City, 2020)"
