Geography Type Description,Geography Name,Sits in State,GeoID,Formatted GeoID,Percent Black or African American Population,Data Time Period,Geographic Vintage,Data Source,Selected Location
GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,ppopbk,TimeFrame,GeoVintage,Source,Location
Census Tract,36047012901,NY,36047012901,36047012901,9,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047012902,NY,36047012902,36047012902,19.95,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047013000,NY,36047013000,36047013000,2.97,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047013100,NY,36047013100,36047013100,11.96,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047013200,NY,36047013200,36047013200,0.77,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047013300,NY,36047013300,36047013300,4.72,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047013400,NY,36047013400,36047013400,1.99,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047013500,NY,36047013500,36047013500,6.5,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047013600,NY,36047013600,36047013600,1.67,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047013700,NY,36047013700,36047013700,6.08,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047013800,NY,36047013800,36047013800,2.59,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047013900,NY,36047013900,36047013900,8.05,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047014000,NY,36047014000,36047014000,1.17,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047014101,NY,36047014101,36047014101,16.16,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047014102,NY,36047014102,36047014102,3.93,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047014200,NY,36047014200,36047014200,2.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047014300,NY,36047014300,36047014300,4.56,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047014500,NY,36047014500,36047014500,5.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047014700,NY,36047014700,36047014700,4.19,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047014800,NY,36047014800,36047014800,0.32,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047014901,NY,36047014901,36047014901,6.34,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047014902,NY,36047014902,36047014902,3.5,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047015000,NY,36047015000,36047015000,0.34,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047015100,NY,36047015100,36047015100,2.95,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047015200,NY,36047015200,36047015200,2.08,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047015300,NY,36047015300,36047015300,2.96,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047015400,NY,36047015400,36047015400,N/A,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047015500,NY,36047015500,36047015500,3.23,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047015700,NY,36047015700,36047015700,3.73,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047015900,NY,36047015900,36047015900,5.4,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047016000,NY,36047016000,36047016000,3.79,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047016100,NY,36047016100,36047016100,11.48,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047016200,NY,36047016200,36047016200,6.63,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047016300,NY,36047016300,36047016300,17.54,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047016400,NY,36047016400,36047016400,14.71,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047016500,NY,36047016500,36047016500,2.99,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047016600,NY,36047016600,36047016600,0.25,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047016700,NY,36047016700,36047016700,2.46,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047016800,NY,36047016800,36047016800,1,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047016900,NY,36047016900,36047016900,3.45,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047017000,NY,36047017000,36047017000,0.55,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047017100,NY,36047017100,36047017100,1.99,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047017200,NY,36047017200,36047017200,1.88,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047017400,NY,36047017400,36047017400,0.56,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047017500,NY,36047017500,36047017500,N/A,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047017600,NY,36047017600,36047017600,1.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047017700,NY,36047017700,36047017700,46.67,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047017800,NY,36047017800,36047017800,1.82,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047017900,NY,36047017900,36047017900,50.01,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047018000,NY,36047018000,36047018000,1.7,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047018100,NY,36047018100,36047018100,18.89,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047018200,NY,36047018200,36047018200,0.72,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047018300,NY,36047018300,36047018300,16.16,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047018400,NY,36047018400,36047018400,0.33,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047018501,NY,36047018501,36047018501,54.63,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047018600,NY,36047018600,36047018600,1.4,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047018700,NY,36047018700,36047018700,19.91,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047018800,NY,36047018800,36047018800,0.85,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047019000,NY,36047019000,36047019000,1.98,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047019100,NY,36047019100,36047019100,17.89,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047019200,NY,36047019200,36047019200,0.79,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047019300,NY,36047019300,36047019300,34.72,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047019400,NY,36047019400,36047019400,0.95,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047019500,NY,36047019500,36047019500,24.89,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047019600,NY,36047019600,36047019600,0.98,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047019700,NY,36047019700,36047019700,25.16,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047019800,NY,36047019800,36047019800,1.21,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047019900,NY,36047019900,36047019900,27.33,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047020000,NY,36047020000,36047020000,1.02,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047020100,NY,36047020100,36047020100,27.68,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047020200,NY,36047020200,36047020200,1.07,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047020300,NY,36047020300,36047020300,16.09,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047020400,NY,36047020400,36047020400,0.05,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047020500,NY,36047020500,36047020500,17.18,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047020600,NY,36047020600,36047020600,0.72,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047020700,NY,36047020700,36047020700,19.5,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047020800,NY,36047020800,36047020800,0.95,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047021000,NY,36047021000,36047021000,0.94,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047021100,NY,36047021100,36047021100,34.33,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047021200,NY,36047021200,36047021200,1.74,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047021300,NY,36047021300,36047021300,59.38,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047021400,NY,36047021400,36047021400,0.52,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047021500,NY,36047021500,36047021500,31.73,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047021600,NY,36047021600,36047021600,0.56,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047021700,NY,36047021700,36047021700,38.75,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047021800,NY,36047021800,36047021800,1.19,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047021900,NY,36047021900,36047021900,39.81,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047022000,NY,36047022000,36047022000,0.81,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047022100,NY,36047022100,36047022100,40.95,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047022200,NY,36047022200,36047022200,1.51,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047022400,NY,36047022400,36047022400,0.72,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047022600,NY,36047022600,36047022600,3,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047022700,NY,36047022700,36047022700,41.75,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047022800,NY,36047022800,36047022800,3.44,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047022900,NY,36047022900,36047022900,35.59,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047023000,NY,36047023000,36047023000,1.76,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047023100,NY,36047023100,36047023100,30.58,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047023200,NY,36047023200,36047023200,0.89,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047023300,NY,36047023300,36047023300,42.21,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047023400,NY,36047023400,36047023400,0.68,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047023500,NY,36047023500,36047023500,9.83,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047023600,NY,36047023600,36047023600,0.15,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047023800,NY,36047023800,36047023800,0.24,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047024000,NY,36047024000,36047024000,0.7,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047024100,NY,36047024100,36047024100,15.53,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047024200,NY,36047024200,36047024200,0.79,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047024300,NY,36047024300,36047024300,37.96,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047024400,NY,36047024400,36047024400,0.93,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047024500,NY,36047024500,36047024500,46.84,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047024600,NY,36047024600,36047024600,1.19,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047024700,NY,36047024700,36047024700,53.79,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047024800,NY,36047024800,36047024800,1.25,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047024900,NY,36047024900,36047024900,50.84,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047025000,NY,36047025000,36047025000,0.51,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047025100,NY,36047025100,36047025100,54.29,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047025200,NY,36047025200,36047025200,0.91,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047025300,NY,36047025300,36047025300,37.99,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047025400,NY,36047025400,36047025400,1.42,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047025500,NY,36047025500,36047025500,41.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047025600,NY,36047025600,36047025600,1.31,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047025700,NY,36047025700,36047025700,17.75,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047025800,NY,36047025800,36047025800,1.28,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047025901,NY,36047025901,36047025901,26.98,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047025902,NY,36047025902,36047025902,49.78,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047026000,NY,36047026000,36047026000,1.12,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047026100,NY,36047026100,36047026100,39.87,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047026200,NY,36047026200,36047026200,0.51,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047026300,NY,36047026300,36047026300,52.92,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047026400,NY,36047026400,36047026400,0.8,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047026500,NY,36047026500,36047026500,53.18,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047026600,NY,36047026600,36047026600,1.29,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047026700,NY,36047026700,36047026700,50.71,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047026800,NY,36047026800,36047026800,2.24,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047026900,NY,36047026900,36047026900,53.58,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047027000,NY,36047027000,36047027000,0.77,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047027100,NY,36047027100,36047027100,61.98,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047027200,NY,36047027200,36047027200,1.05,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047027300,NY,36047027300,36047027300,65.92,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047027400,NY,36047027400,36047027400,1.8,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047027500,NY,36047027500,36047027500,53.72,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047027600,NY,36047027600,36047027600,1.93,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047027700,NY,36047027700,36047027700,67.96,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047027800,NY,36047027800,36047027800,1.38,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047027900,NY,36047027900,36047027900,60.51,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047028000,NY,36047028000,36047028000,3.01,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047028100,NY,36047028100,36047028100,44.06,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047028200,NY,36047028200,36047028200,1.31,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047028300,NY,36047028300,36047028300,48.39,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047028400,NY,36047028400,36047028400,1.32,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047028501,NY,36047028501,36047028501,18.71,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047028502,NY,36047028502,36047028502,51.77,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047028600,NY,36047028600,36047028600,2.33,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047028700,NY,36047028700,36047028700,36.71,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047028800,NY,36047028800,36047028800,1.03,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047028900,NY,36047028900,36047028900,46.12,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047029000,NY,36047029000,36047029000,2.4,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047029100,NY,36047029100,36047029100,56.21,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047029200,NY,36047029200,36047029200,1.51,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047029300,NY,36047029300,36047029300,62.82,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047029400,NY,36047029400,36047029400,4.35,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047029500,NY,36047029500,36047029500,57.15,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047029600,NY,36047029600,36047029600,1.35,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047029700,NY,36047029700,36047029700,68.3,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047029800,NY,36047029800,36047029800,1.47,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047029900,NY,36047029900,36047029900,59.33,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047030000,NY,36047030000,36047030000,0.66,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047030100,NY,36047030100,36047030100,69.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047030200,NY,36047030200,36047030200,1.41,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047030300,NY,36047030300,36047030300,75.95,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047030400,NY,36047030400,36047030400,2.54,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047030500,NY,36047030500,36047030500,31.51,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047030600,NY,36047030600,36047030600,2.21,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047030700,NY,36047030700,36047030700,70.74,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047030800,NY,36047030800,36047030800,6.57,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047030900,NY,36047030900,36047030900,65.87,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047031100,NY,36047031100,36047031100,56,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047031300,NY,36047031300,36047031300,62.67,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047031401,NY,36047031401,36047031401,1.58,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047031402,NY,36047031402,36047031402,N/A,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047031500,NY,36047031500,36047031500,45.8,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047031701,NY,36047031701,36047031701,46.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047031702,NY,36047031702,36047031702,38.66,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047031900,NY,36047031900,36047031900,49.83,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047032100,NY,36047032100,36047032100,59.29,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047032300,NY,36047032300,36047032300,58.79,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047032500,NY,36047032500,36047032500,73.56,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047032600,NY,36047032600,36047032600,42.28,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047032700,NY,36047032700,36047032700,53.22,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047032800,NY,36047032800,36047032800,36.7,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047032900,NY,36047032900,36047032900,46.98,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047033000,NY,36047033000,36047033000,48.93,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047033100,NY,36047033100,36047033100,29.86,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047033300,NY,36047033300,36047033300,21.65,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047033500,NY,36047033500,36047033500,25.94,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047033600,NY,36047033600,36047033600,6.09,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047033701,NY,36047033701,36047033701,40.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047033702,NY,36047033702,36047033702,27.27,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047033900,NY,36047033900,36047033900,56.93,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047034000,NY,36047034000,36047034000,41.11,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047034100,NY,36047034100,36047034100,59.48,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047034200,NY,36047034200,36047034200,42.15,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047034300,NY,36047034300,36047034300,66.28,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047034500,NY,36047034500,36047034500,65.05,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047034700,NY,36047034700,36047034700,75.8,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047034800,NY,36047034800,36047034800,7.07,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047034901,NY,36047034901,36047034901,74.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047034902,NY,36047034902,36047034902,71.77,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047035000,NY,36047035000,36047035000,0.71,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047035101,NY,36047035101,36047035101,65.72,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047035102,NY,36047035102,36047035102,45.54,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047035200,NY,36047035200,36047035200,25.31,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047035301,NY,36047035301,36047035301,66.25,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047035302,NY,36047035302,36047035302,46.18,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047035400,NY,36047035400,36047035400,1.89,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047035500,NY,36047035500,36047035500,65.12,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047035601,NY,36047035601,36047035601,3.38,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047035602,NY,36047035602,36047035602,2.12,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047035701,NY,36047035701,36047035701,72.83,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047035702,NY,36047035702,36047035702,26.67,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047035900,NY,36047035900,36047035900,76.61,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047036001,NY,36047036001,36047036001,0.77,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047036002,NY,36047036002,36047036002,0.9,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047036100,NY,36047036100,36047036100,72.44,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047036200,NY,36047036200,36047036200,3.45,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047036300,NY,36047036300,36047036300,74.78,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047036400,NY,36047036400,36047036400,2,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047036501,NY,36047036501,36047036501,79.76,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047036502,NY,36047036502,36047036502,64.67,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047036600,NY,36047036600,36047036600,1.52,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047036700,NY,36047036700,36047036700,53.34,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047036900,NY,36047036900,36047036900,57.64,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047037000,NY,36047037000,36047037000,3.73,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047037100,NY,36047037100,36047037100,70.58,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047037300,NY,36047037300,36047037300,60.57,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047037401,NY,36047037401,36047037401,3.53,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047037402,NY,36047037402,36047037402,4.3,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047037500,NY,36047037500,36047037500,46.47,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047037700,NY,36047037700,36047037700,61.61,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047037900,NY,36047037900,36047037900,69.07,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047038100,NY,36047038100,36047038100,68.81,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047038200,NY,36047038200,36047038200,34.26,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047038300,NY,36047038300,36047038300,60.49,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047038500,NY,36047038500,36047038500,54.93,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047038600,NY,36047038600,36047038600,0.89,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047038700,NY,36047038700,36047038700,49.45,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047038800,NY,36047038800,36047038800,2.55,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047038900,NY,36047038900,36047038900,14.57,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047039000,NY,36047039000,36047039000,0.3,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047039100,NY,36047039100,36047039100,12.33,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047039200,NY,36047039200,36047039200,1.13,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047039300,NY,36047039300,36047039300,17.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047039400,NY,36047039400,36047039400,0.46,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047039500,NY,36047039500,36047039500,20.84,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047039600,NY,36047039600,36047039600,1.8,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047039700,NY,36047039700,36047039700,36.01,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047039800,NY,36047039800,36047039800,1.27,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047039900,NY,36047039900,36047039900,34.29,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047040000,NY,36047040000,36047040000,1.65,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047040100,NY,36047040100,36047040100,35.1,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047040200,NY,36047040200,36047040200,1.06,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047040300,NY,36047040300,36047040300,42.16,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047040400,NY,36047040400,36047040400,1.46,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047040500,NY,36047040500,36047040500,35.98,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047040600,NY,36047040600,36047040600,0.83,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047040700,NY,36047040700,36047040700,N/A,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047040800,NY,36047040800,36047040800,0.81,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047040900,NY,36047040900,36047040900,18.71,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047041000,NY,36047041000,36047041000,1.92,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047041100,NY,36047041100,36047041100,32.95,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047041200,NY,36047041200,36047041200,1.72,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047041300,NY,36047041300,36047041300,34.35,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047041401,NY,36047041401,36047041401,1.42,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047041402,NY,36047041402,36047041402,1.46,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047041500,NY,36047041500,36047041500,29.02,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047041600,NY,36047041600,36047041600,3.5,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047041700,NY,36047041700,36047041700,24.4,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047041800,NY,36047041800,36047041800,1.36,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047041900,NY,36047041900,36047041900,20.21,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047042000,NY,36047042000,36047042000,1.88,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047042100,NY,36047042100,36047042100,12.76,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047042200,NY,36047042200,36047042200,1.97,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047042300,NY,36047042300,36047042300,6.83,2020,2020,Census,"New York (City, 2020)"
Census Tract,36047042400,NY,36047042400,36047042400,2.56,2020,2020,Census,"New York (City, 2020)"
