GeoID_Name,"Per-Capita Income, with GEOID"
36081033000,32718
36081033100,N/A
36081033401,37451
36081033403,27269
36081033404,29014
36081033405,48380
36081033700,40654
36081033900,32833
36081034700,26543
36081035100,32241
36081035200,31527
36081035300,27474
36081035700,24106
36081035800,35812
36081036100,26140
36081036300,25077
36081036500,19167
36081036600,33413
36081036700,24030
36081036800,40152
36081037100,30567
36081037300,20459
36081037501,18017
36081037502,22338
36081037600,37475
36081037700,18820
36081037900,19439
36081038100,22235
36081038301,N/A
36081038302,N/A
36081038400,33227
36081039400,34468
36081039800,38273
36081039901,21788
36081039902,15096
36081040000,35168
36081040101,22882
36081040102,20953
36081040200,39287
36081040301,17769
36081040302,22750
36081040400,32491
36081040501,22885
36081040502,24543
36081040701,20520
36081040702,21889
36081040901,18033
36081040902,17906
36081041100,20025
36081041300,18565
36081041400,29410
36081041500,26175
36081042400,40665
36081042600,19143
36081042700,21306
36081043200,36214
36081043400,30497
36081043701,20167
36081043702,26535
36081043900,24099
36081044000,23918
36081044301,18239
36081044302,26154
36081044400,23248
36081044601,25991
36081044602,16472
36081044800,25748
36081045000,38453
36081045200,17643
36081045400,23336
36081045500,26830
36081045600,26205
36081045700,26528
36081045800,41211
36081045900,27423
36081046000,27566
36081046100,23003
36081046200,22621
36081046300,20041
36081046400,36953
36081046500,19596
36081046600,23942
36081046700,22109
36081046800,29085
36081046901,19569
36081046902,23105
36081047000,24773
36081047100,22863
36081047200,45708
36081047300,31135
36081047500,33335
36081047600,60521
36081047801,35511
36081047802,30676
36081047900,26042
36081048000,28550
36081048100,23011
36081048200,31988
36081048301,35036
36081048302,32154
36081048400,33516
36081048500,28834
36081048900,25046
36081049201,32409
36081049202,26405
36081049301,32838
36081049302,29796
36081049500,36842
36081049600,30241
36081049700,35909
36081049900,26550
36081050000,28819
36081050201,27876
36081050202,29803
36081050400,36242
36081050500,34529
36081050600,40939
36081050700,40629
36081050800,29647
36081051000,25874
36081051100,38477
36081051200,32279
36081051300,35409
36081051500,39503
36081051600,30661
36081051700,41963
36081051800,34304
36081052000,27895
36081052100,48166
36081052200,26030
36081052400,32376
36081052500,30623
36081052600,34380
36081052800,34527
36081053000,32666
36081053100,33835
36081053200,29253
36081053401,35712
36081053501,31732
36081053502,N/A
36081053601,32910
36081053800,31823
36081053901,36033
36081053902,52361
36081054000,30215
36081054200,29179
36081054500,28104
36081054700,34128
36081054800,31515
36081054900,26787
36081055100,31125
36081055200,34343
36081055300,36941
36081055400,28030
36081055500,29065
36081055600,35425
36081055700,30576
36081055800,40931
36081055900,30209
36081056000,28331
36081056100,39525
36081056200,33655
36081056400,41426
36081056500,37325
36081056600,27476
36081056700,42707
36081056800,35526
36081057700,39007
36081057900,31628
36081058000,33877
36081058100,32420
36081058200,35118
36081058300,37054
36081058500,32525
36081058700,43995
36081058900,33966
36081059000,39914
36081059100,34251
36081059200,49776
36081059300,30555
36081059400,44187
36081059501,37415
36081059502,22789
36081059600,32013
36081059800,35044
36081059900,43426
36081060000,36244
36081060100,34246
36081060300,47539
36081060600,34974
36081060701,N/A
36081060800,40173
36081061000,42814
36081061200,37157
36081061301,28028
36081061302,N/A
36081061400,42925
36081061601,36533
36081061602,40614
36081061800,40208
36081061900,34154
36081062000,42734
36081062100,35569
36081062200,46283
36081062300,36183
36081062400,N/A
36081062500,35469
36081062600,36055
36081062700,34409
36081062900,33049
36081063000,48016
36081063200,35809
36081063301,34279
36081063302,40226
36081063500,32551
36081063700,35676
36081063800,42022
36081063900,35653
36081064101,38425
36081064102,N/A
36081064500,42448
36081064600,37484
36081065000,48129
36081065401,31433
36081065402,N/A
36081065501,N/A
36081065600,37610
36081065702,41364
36081065703,36308
36081065900,41641
36081066000,30651
36081066100,46037
36081066301,49232
36081066302,N/A
36081066401,30649
36081066402,43808
36081066403,32518
36081066404,N/A
36081066501,39549
36081066701,36411
36081066900,41725
36081067100,49248
36081067700,49253
36081067900,35481
36081068000,38965
36081068200,34994
36081068300,34071
36081068700,33756
36081069000,31919
36081069300,34921
36081069400,36797
36081069500,44996
36081069701,39658
36081069702,47031
36081070300,63883
36081070700,56003
36081070900,49610
36081071100,57159
36081071303,48652
36081071304,49595
36081071305,56973
36081071306,42713
36081071600,N/A
36081071701,40977
36081071702,46235
36081071900,28165
36081072100,46124
36081072300,141361
36081072900,62021
36081073100,66460
36081073700,60877
36081073900,66796
36081074100,55898
36081074300,43032
36081074500,32894
36081074700,43702
36081074900,101238
36081075701,72942
36081075702,62027
36081076901,69340
36081076902,55775
36081077300,64080
36081077500,58173
36081077902,45772
36081077903,36938
36081077904,37679
36081077905,46250
36081077906,31573
36081077907,22661
36081077908,25514
36081078800,34949
36081079000,31360
36081079200,38083
36081079300,N/A
36081079701,24994
36081079702,24075
36081079900,22808
36081080301,23776
36081080302,29658
36081080900,33313
36081081400,29075
36081081800,29949
36081083700,28977
36081083800,28919
36081084000,31774
36081084500,24174
36081084601,34024
36081084602,23334
36081084901,23796
36081084902,20994
36081085300,30899
36081085500,22585
36081085700,28672
36081085900,29239
36081086100,22149
36081086300,24038
36081086400,29082
36081086500,36238
36081086900,32810
36081087100,34026
36081088400,44776
36081088902,26328
36081088903,28459
36081089201,50370
36081089202,N/A
36081090700,25059
36081091602,N/A
36081091603,55655
36081091604,N/A
36081091800,34546
36081091900,26183
36081092200,74373
36081092500,21626
36081092800,54813
36081092900,28271
36081093401,44195
36081093402,44653
36081093800,28777
36081093900,33968
36081094201,37181
36081094202,26602
36081094203,34479
36081094500,37936
36081094700,26804
36081095400,30483
36081096400,32447
36081097202,13557
36081097204,23149
36081097205,12231
36081097206,38079
36081097207,N/A
36081097300,53839
36081098100,43175
36081098700,51539
36081099100,55336
36081099200,21116
36081099701,48181
36081099703,60328
36081099704,56979
36081099705,55000
36081099801,30892
36081099802,34349
36081099900,N/A
36081100801,36552
36081100803,21249
36081100804,37993
36081101002,32369
36081101003,22248
36081101004,22686
36081101700,36225
36081102900,37485
36081103201,15142
36081103202,25828
36081103300,38306
36081103900,31882
36081104700,33704
36081105900,50142
36081107201,43778
36081107202,N/A
36081108500,38930
36081109300,54687
36081109700,56590
36081109900,41826
36081111300,44448
36081112300,43682
36081112900,56367
36081113300,47740
36081113900,36328
36081114100,52333
36081114700,38585
36081115100,43561
36081115500,31137
36081115700,27997
36081115900,34613
36081116100,20042
36081116301,20748
36081116302,25422
36081116700,23601
36081117100,29929
36081117500,37499
36081118100,38266
36081118500,22721
36081118700,23214
36081118900,38727
36081119100,24267
36081119300,33129
36081119500,31611
36081119900,33697
36081120100,27411
36081120300,26152
36081120500,25160
36081120701,34886
36081120702,N/A
36081121100,N/A
36081121500,34038
36081122300,46976
36081122702,19583
36081122703,28606
36081122704,30858
36081124100,42206
36081124700,40648
36081125700,27904
36081126500,41079
36081126700,17042
36081127700,68502
36081128300,N/A
36081129102,46043
36081129103,42527
36081129104,45630
36081130100,42573
36081133300,40141
36081133900,53078
36081134100,35075
36081134701,32791
36081134702,43431
36081136700,35335
36081137700,37894
36081138501,39760
36081138502,21644
36081139900,48744
36081140300,33716
36081140901,35781
36081140902,34098
36081141700,31127
36081142900,34215
36081143500,40823
36081144100,46009
36081144700,34634
36081145101,38738
36081145102,34422
36081145900,40898
36081146300,35264
36081146700,57822
36081147100,42736
36081147900,48863
36081148300,62981
36081150701,52020
36081150702,51551
36081152901,39219
36081152902,51584
36081155101,190168
36081155103,50392
36081155104,43616
36081156700,19980
36081157101,47004
36081157102,34574
36081157901,46060
36081157902,33307
36081157903,31745
36081161700,44253
36081162100,33608
36081990100,N/A
36085000300,52890
36085000600,29837
36085000700,31459
36085000800,32042
36085000900,46810
36085001100,41897
36085001700,34700
36085001800,28517
36085002001,43710
36085002002,51757
36085002100,35848
36085002700,10216
36085002900,19493
36085003300,44877
36085003600,38303
36085003900,43124
36085004001,25229
36085004002,36671
36085004003,12616
36085004004,28324
36085004700,36230
36085005000,37424
36085005901,48459
36085005902,N/A
36085006400,31814
36085006700,72355
36085007001,31561
36085007002,34373
36085007400,33372
36085007500,30955
36085007700,26946
36085008100,36076
36085009601,40693
36085009602,41763
36085009701,42282
36085009702,N/A
36085010500,41261
36085011201,36041
36085011203,31907
36085011204,34535
36085011401,30223
36085011402,37025
36085012100,58844
36085012200,44730
36085012500,38772
36085012804,39989
36085012805,45483
36085012806,29958
36085013201,44631
36085013203,42722
36085013204,40140
36085013301,15335
36085013302,21856
36085013400,33542
36085013800,52895
36085014100,33418
36085014604,44674
36085014605,46465
36085014606,40140
36085014607,48229
36085014608,43411
36085014700,54680
36085015100,38283
36085015400,N/A
36085015601,47975
36085015602,42114
36085015603,35467
36085016901,41384
36085017005,43860
36085017007,33405
36085017009,40176
36085017011,43649
36085017012,45139
36085017013,40235
36085017014,43856
36085017015,49868
36085017016,44611
36085017300,35260
36085017600,58650
36085017701,92736
36085017702,54354
36085018100,62784
36085018701,45105
36085018703,27459
36085018704,40632
36085018901,44135
36085018902,34458
36085019700,44283
36085019800,50962
36085020100,40696
36085020701,20782
36085020702,18776
36085020803,47002
36085020804,40942
36085020805,44898
36085020806,35088
36085021300,27528
36085022300,27969
36085022601,47323
36085022602,41504
36085022801,88530
36085022802,N/A
36085023100,24746
36085023900,26076
36085024401,49242
36085024402,49988
36085024700,28846
36085024800,44322
36085025100,70095
36085027301,43521
36085027302,35297
36085027702,41864
36085027704,35280
36085027705,40305
36085027706,35300
36085027900,54521
36085029102,42637
36085029104,37259
36085029105,44569
36085029106,42252
36085030301,45926
36085030302,32062
36085031901,21293
36085031902,30044
36085032300,60043
36085990100,N/A
