GeoID_Name,"Per-Capita Income, with GEOID"
36081025500,37593
36081025700,30491
36081025800,23801
36081025900,32731
36081026000,20864
36081026100,24679
36081026200,25266
36081026300,79981
36081026400,29138
36081026501,30300
36081026502,28754
36081026600,24575
36081026700,29395
36081026901,23077
36081026902,31236
36081027000,26865
36081027101,27336
36081027102,27521
36081027200,24987
36081027301,20665
36081027302,21824
36081027400,21971
36081027500,24795
36081027600,27081
36081027701,29346
36081027702,33755
36081027800,24270
36081027900,31802
36081028000,27010
36081028100,37917
36081028200,22197
36081028300,35154
36081028400,33196
36081028500,45891
36081028700,42731
36081028801,45868
36081028802,27771
36081028803,N/A
36081028900,41307
36081029100,30693
36081029300,25546
36081029400,31157
36081029500,42104
36081029700,36019
36081029900,N/A
36081030600,33407
36081030903,34082
36081030904,28358
36081030905,32192
36081030906,32609
36081031700,37128
36081032000,23932
36081032700,22993
36081032800,33663
36081032900,25397
