Geography Type Description,Geography Name,Sits in State,GeoID,Formatted GeoID,"Employment in Management, Business, Science, and Arts Occupations",Data Time Period,Geographic Vintage,Data Source,Selected Location
GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,cocc_manbussciart,TimeFrame,GeoVintage,Source,Location
Census Tract,36005030000,NY,36005030000,36005030000,1237,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005030100,NY,36005030100,36005030100,419,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005030200,NY,36005030200,36005030200,1697,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005030701,NY,36005030701,36005030701,1673,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005030900,NY,36005030900,36005030900,989,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005031000,NY,36005031000,36005031000,775,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005031200,NY,36005031200,36005031200,305,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005031400,NY,36005031400,36005031400,395,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005031600,NY,36005031600,36005031600,434,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005031800,NY,36005031800,36005031800,309,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005031900,NY,36005031900,36005031900,44,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005032300,NY,36005032300,36005032300,1325,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005032400,NY,36005032400,36005032400,196,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005032600,NY,36005032600,36005032600,567,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005032800,NY,36005032800,36005032800,297,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005033000,NY,36005033000,36005033000,476,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005033201,NY,36005033201,36005033201,588,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005033202,NY,36005033202,36005033202,323,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005033400,NY,36005033400,36005033400,179,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005033500,NY,36005033500,36005033500,575,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005033600,NY,36005033600,36005033600,600,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005033700,NY,36005033700,36005033700,581,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005033800,NY,36005033800,36005033800,466,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005034000,NY,36005034000,36005034000,460,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005034200,NY,36005034200,36005034200,302,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005034300,NY,36005034300,36005034300,272,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005034400,NY,36005034400,36005034400,295,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005034500,NY,36005034500,36005034500,1012,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005034800,NY,36005034800,36005034800,669,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005035000,NY,36005035000,36005035000,273,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005035100,NY,36005035100,36005035100,631,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005035600,NY,36005035600,36005035600,336,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005035800,NY,36005035800,36005035800,1112,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005035900,NY,36005035900,36005035900,165,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005036000,NY,36005036000,36005036000,592,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005036100,NY,36005036100,36005036100,281,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005036300,NY,36005036300,36005036300,416,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005036400,NY,36005036400,36005036400,541,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005036501,NY,36005036501,36005036501,235,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005036502,NY,36005036502,36005036502,168,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005036700,NY,36005036700,36005036700,134,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005036800,NY,36005036800,36005036800,249,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005036901,NY,36005036901,36005036901,84,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005036902,NY,36005036902,36005036902,209,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005037000,NY,36005037000,36005037000,464,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005037100,NY,36005037100,36005037100,303,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005037200,NY,36005037200,36005037200,410,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005037300,NY,36005037300,36005037300,281,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005037400,NY,36005037400,36005037400,104,2007-2011,2010,Census,"New York (City, 2020)"
Census Tract,36005037504,NY,36005037504,36005037504,280,2007-2011,2010,Census,"New York (City, 2020)"
